"statistic","country","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Germany",2005,"04.04.",2005-04-04,2442,"e"
"Statistik der Sterbefälle","Germany",2005,"05.04.",2005-04-05,2301,"e"
"Statistik der Sterbefälle","Germany",2005,"06.04.",2005-04-06,2306,"e"
"Statistik der Sterbefälle","Germany",2005,"07.04.",2005-04-07,2372,"e"
"Statistik der Sterbefälle","Germany",2005,"08.04.",2005-04-08,2438,"e"
"Statistik der Sterbefälle","Germany",2005,"09.04.",2005-04-09,2192,"e"
"Statistik der Sterbefälle","Germany",2005,"10.04.",2005-04-10,2244,"e"
"Statistik der Sterbefälle","Germany",2005,"11.04.",2005-04-11,2322,"e"
"Statistik der Sterbefälle","Germany",2005,"12.04.",2005-04-12,2299,"e"
"Statistik der Sterbefälle","Germany",2005,"13.04.",2005-04-13,2329,"e"
"Statistik der Sterbefälle","Germany",2005,"14.04.",2005-04-14,2304,"e"
"Statistik der Sterbefälle","Germany",2005,"15.04.",2005-04-15,2380,"e"
"Statistik der Sterbefälle","Germany",2005,"16.04.",2005-04-16,2273,"e"
"Statistik der Sterbefälle","Germany",2005,"17.04.",2005-04-17,2257,"e"
"Statistik der Sterbefälle","Germany",2005,"18.04.",2005-04-18,2288,"e"
"Statistik der Sterbefälle","Germany",2005,"19.04.",2005-04-19,2289,"e"
"Statistik der Sterbefälle","Germany",2005,"20.04.",2005-04-20,2104,"e"
"Statistik der Sterbefälle","Germany",2005,"21.04.",2005-04-21,2222,"e"
"Statistik der Sterbefälle","Germany",2005,"22.04.",2005-04-22,2206,"e"
"Statistik der Sterbefälle","Germany",2005,"23.04.",2005-04-23,2254,"e"
"Statistik der Sterbefälle","Germany",2005,"24.04.",2005-04-24,2186,"e"
"Statistik der Sterbefälle","Germany",2005,"25.04.",2005-04-25,2334,"e"
"Statistik der Sterbefälle","Germany",2005,"26.04.",2005-04-26,2216,"e"
"Statistik der Sterbefälle","Germany",2005,"27.04.",2005-04-27,2101,"e"
"Statistik der Sterbefälle","Germany",2005,"28.04.",2005-04-28,2245,"e"
"Statistik der Sterbefälle","Germany",2005,"29.04.",2005-04-29,2148,"e"
"Statistik der Sterbefälle","Germany",2005,"30.04.",2005-04-30,2251,"e"
"Statistik der Sterbefälle","Germany",2005,"01.05.",2005-05-01,2320,"e"
"Statistik der Sterbefälle","Germany",2005,"02.05.",2005-05-02,2440,"e"
"Statistik der Sterbefälle","Germany",2005,"03.05.",2005-05-03,2351,"e"
"Statistik der Sterbefälle","Germany",2005,"04.05.",2005-05-04,2191,"e"
"Statistik der Sterbefälle","Germany",2005,"05.05.",2005-05-05,2120,"e"
"Statistik der Sterbefälle","Germany",2005,"06.05.",2005-05-06,2133,"e"
"Statistik der Sterbefälle","Germany",2005,"07.05.",2005-05-07,2072,"e"
"Statistik der Sterbefälle","Germany",2005,"08.05.",2005-05-08,2119,"e"
"Statistik der Sterbefälle","Germany",2005,"09.05.",2005-05-09,2211,"e"
"Statistik der Sterbefälle","Germany",2005,"10.05.",2005-05-10,2129,"e"
"Statistik der Sterbefälle","Germany",2005,"11.05.",2005-05-11,2244,"e"
"Statistik der Sterbefälle","Germany",2005,"12.05.",2005-05-12,2169,"e"
"Statistik der Sterbefälle","Germany",2005,"13.05.",2005-05-13,2264,"e"
"Statistik der Sterbefälle","Germany",2005,"14.05.",2005-05-14,2209,"e"
"Statistik der Sterbefälle","Germany",2005,"15.05.",2005-05-15,2210,"e"
"Statistik der Sterbefälle","Germany",2005,"16.05.",2005-05-16,2126,"e"
"Statistik der Sterbefälle","Germany",2005,"17.05.",2005-05-17,2204,"e"
"Statistik der Sterbefälle","Germany",2005,"18.05.",2005-05-18,2182,"e"
"Statistik der Sterbefälle","Germany",2005,"19.05.",2005-05-19,2141,"e"
"Statistik der Sterbefälle","Germany",2005,"20.05.",2005-05-20,2284,"e"
"Statistik der Sterbefälle","Germany",2005,"21.05.",2005-05-21,2275,"e"
"Statistik der Sterbefälle","Germany",2005,"22.05.",2005-05-22,2178,"e"
"Statistik der Sterbefälle","Germany",2005,"23.05.",2005-05-23,2211,"e"
"Statistik der Sterbefälle","Germany",2005,"24.05.",2005-05-24,2140,"e"
"Statistik der Sterbefälle","Germany",2005,"25.05.",2005-05-25,2220,"e"
"Statistik der Sterbefälle","Germany",2005,"26.05.",2005-05-26,2249,"e"
"Statistik der Sterbefälle","Germany",2005,"27.05.",2005-05-27,2476,"e"
"Statistik der Sterbefälle","Germany",2005,"28.05.",2005-05-28,2633,"e"
"Statistik der Sterbefälle","Germany",2005,"29.05.",2005-05-29,2335,"e"
"Statistik der Sterbefälle","Germany",2005,"30.05.",2005-05-30,2326,"e"
"Statistik der Sterbefälle","Germany",2005,"31.05.",2005-05-31,2166,"e"
"Statistik der Sterbefälle","Germany",2005,"01.06.",2005-06-01,2147,"e"
"Statistik der Sterbefälle","Germany",2005,"02.06.",2005-06-02,2159,"e"
"Statistik der Sterbefälle","Germany",2005,"03.06.",2005-06-03,2175,"e"
"Statistik der Sterbefälle","Germany",2005,"04.06.",2005-06-04,2158,"e"
"Statistik der Sterbefälle","Germany",2005,"05.06.",2005-06-05,1994,"e"
"Statistik der Sterbefälle","Germany",2005,"06.06.",2005-06-06,2127,"e"
"Statistik der Sterbefälle","Germany",2005,"07.06.",2005-06-07,1981,"e"
"Statistik der Sterbefälle","Germany",2005,"08.06.",2005-06-08,2035,"e"
"Statistik der Sterbefälle","Germany",2005,"09.06.",2005-06-09,1995,"e"
"Statistik der Sterbefälle","Germany",2005,"10.06.",2005-06-10,2090,"e"
"Statistik der Sterbefälle","Germany",2005,"11.06.",2005-06-11,2022,"e"
"Statistik der Sterbefälle","Germany",2005,"12.06.",2005-06-12,1995,"e"
"Statistik der Sterbefälle","Germany",2005,"13.06.",2005-06-13,2210,"e"
"Statistik der Sterbefälle","Germany",2005,"14.06.",2005-06-14,2120,"e"
"Statistik der Sterbefälle","Germany",2005,"15.06.",2005-06-15,2179,"e"
"Statistik der Sterbefälle","Germany",2005,"16.06.",2005-06-16,2218,"e"
"Statistik der Sterbefälle","Germany",2005,"17.06.",2005-06-17,2197,"e"
"Statistik der Sterbefälle","Germany",2005,"18.06.",2005-06-18,2155,"e"
"Statistik der Sterbefälle","Germany",2005,"19.06.",2005-06-19,2059,"e"
"Statistik der Sterbefälle","Germany",2005,"20.06.",2005-06-20,2261,"e"
"Statistik der Sterbefälle","Germany",2005,"21.06.",2005-06-21,2346,"e"
"Statistik der Sterbefälle","Germany",2005,"22.06.",2005-06-22,2241,"e"
"Statistik der Sterbefälle","Germany",2005,"23.06.",2005-06-23,2213,"e"
"Statistik der Sterbefälle","Germany",2005,"24.06.",2005-06-24,2384,"e"
"Statistik der Sterbefälle","Germany",2005,"25.06.",2005-06-25,2421,"e"
"Statistik der Sterbefälle","Germany",2005,"26.06.",2005-06-26,2102,"e"
"Statistik der Sterbefälle","Germany",2005,"27.06.",2005-06-27,2066,"e"
"Statistik der Sterbefälle","Germany",2005,"28.06.",2005-06-28,2199,"e"
"Statistik der Sterbefälle","Germany",2005,"29.06.",2005-06-29,2166,"e"
"Statistik der Sterbefälle","Germany",2005,"30.06.",2005-06-30,2070,"e"
"Statistik der Sterbefälle","Germany",2005,"01.07.",2005-07-01,2089,"e"
"Statistik der Sterbefälle","Germany",2005,"02.07.",2005-07-02,1992,"e"
"Statistik der Sterbefälle","Germany",2005,"03.07.",2005-07-03,2078,"e"
"Statistik der Sterbefälle","Germany",2005,"04.07.",2005-07-04,2148,"e"
"Statistik der Sterbefälle","Germany",2005,"05.07.",2005-07-05,2006,"e"
"Statistik der Sterbefälle","Germany",2005,"06.07.",2005-07-06,1965,"e"
"Statistik der Sterbefälle","Germany",2005,"07.07.",2005-07-07,2051,"e"
"Statistik der Sterbefälle","Germany",2005,"08.07.",2005-07-08,1998,"e"
"Statistik der Sterbefälle","Germany",2005,"09.07.",2005-07-09,2030,"e"
"Statistik der Sterbefälle","Germany",2005,"10.07.",2005-07-10,2017,"e"
"Statistik der Sterbefälle","Germany",2005,"11.07.",2005-07-11,2112,"e"
"Statistik der Sterbefälle","Germany",2005,"12.07.",2005-07-12,2080,"e"
"Statistik der Sterbefälle","Germany",2005,"13.07.",2005-07-13,2167,"e"
"Statistik der Sterbefälle","Germany",2005,"14.07.",2005-07-14,2195,"e"
"Statistik der Sterbefälle","Germany",2005,"15.07.",2005-07-15,2211,"e"
"Statistik der Sterbefälle","Germany",2005,"16.07.",2005-07-16,2197,"e"
"Statistik der Sterbefälle","Germany",2005,"17.07.",2005-07-17,2107,"e"
"Statistik der Sterbefälle","Germany",2005,"18.07.",2005-07-18,2118,"e"
"Statistik der Sterbefälle","Germany",2005,"19.07.",2005-07-19,2183,"e"
"Statistik der Sterbefälle","Germany",2005,"20.07.",2005-07-20,2060,"e"
"Statistik der Sterbefälle","Germany",2005,"21.07.",2005-07-21,1940,"e"
"Statistik der Sterbefälle","Germany",2005,"22.07.",2005-07-22,2022,"e"
"Statistik der Sterbefälle","Germany",2005,"23.07.",2005-07-23,2049,"e"
"Statistik der Sterbefälle","Germany",2005,"24.07.",2005-07-24,1919,"e"
"Statistik der Sterbefälle","Germany",2005,"25.07.",2005-07-25,2120,"e"
"Statistik der Sterbefälle","Germany",2005,"26.07.",2005-07-26,2064,"e"
"Statistik der Sterbefälle","Germany",2005,"27.07.",2005-07-27,2145,"e"
"Statistik der Sterbefälle","Germany",2005,"28.07.",2005-07-28,2332,"e"
"Statistik der Sterbefälle","Germany",2005,"29.07.",2005-07-29,2307,"e"
"Statistik der Sterbefälle","Germany",2005,"30.07.",2005-07-30,2089,"e"
"Statistik der Sterbefälle","Germany",2005,"31.07.",2005-07-31,1934,"e"
"Statistik der Sterbefälle","Germany",2005,"01.08.",2005-08-01,2078,"e"
"Statistik der Sterbefälle","Germany",2005,"02.08.",2005-08-02,1934,"e"
"Statistik der Sterbefälle","Germany",2005,"03.08.",2005-08-03,2038,"e"
"Statistik der Sterbefälle","Germany",2005,"04.08.",2005-08-04,1914,"e"
"Statistik der Sterbefälle","Germany",2005,"05.08.",2005-08-05,2058,"e"
"Statistik der Sterbefälle","Germany",2005,"06.08.",2005-08-06,1901,"e"
"Statistik der Sterbefälle","Germany",2005,"07.08.",2005-08-07,1909,"e"
"Statistik der Sterbefälle","Germany",2005,"08.08.",2005-08-08,2045,"e"
"Statistik der Sterbefälle","Germany",2005,"09.08.",2005-08-09,2069,"e"
"Statistik der Sterbefälle","Germany",2005,"10.08.",2005-08-10,2122,"e"
"Statistik der Sterbefälle","Germany",2005,"11.08.",2005-08-11,2134,"e"
"Statistik der Sterbefälle","Germany",2005,"12.08.",2005-08-12,2106,"e"
"Statistik der Sterbefälle","Germany",2005,"13.08.",2005-08-13,1991,"e"
"Statistik der Sterbefälle","Germany",2005,"14.08.",2005-08-14,1994,"e"
"Statistik der Sterbefälle","Germany",2005,"15.08.",2005-08-15,2154,"e"
"Statistik der Sterbefälle","Germany",2005,"16.08.",2005-08-16,2140,"e"
"Statistik der Sterbefälle","Germany",2005,"17.08.",2005-08-17,2113,"e"
"Statistik der Sterbefälle","Germany",2005,"18.08.",2005-08-18,2214,"e"
"Statistik der Sterbefälle","Germany",2005,"19.08.",2005-08-19,2211,"e"
"Statistik der Sterbefälle","Germany",2005,"20.08.",2005-08-20,2231,"e"
"Statistik der Sterbefälle","Germany",2005,"21.08.",2005-08-21,2028,"e"
"Statistik der Sterbefälle","Germany",2005,"22.08.",2005-08-22,2083,"e"
"Statistik der Sterbefälle","Germany",2005,"23.08.",2005-08-23,2076,"e"
"Statistik der Sterbefälle","Germany",2005,"24.08.",2005-08-24,2033,"e"
"Statistik der Sterbefälle","Germany",2005,"25.08.",2005-08-25,2048,"e"
"Statistik der Sterbefälle","Germany",2005,"26.08.",2005-08-26,2085,"e"
"Statistik der Sterbefälle","Germany",2005,"27.08.",2005-08-27,1922,"e"
"Statistik der Sterbefälle","Germany",2005,"28.08.",2005-08-28,1946,"e"
"Statistik der Sterbefälle","Germany",2005,"29.08.",2005-08-29,2110,"e"
"Statistik der Sterbefälle","Germany",2005,"30.08.",2005-08-30,2157,"e"
"Statistik der Sterbefälle","Germany",2005,"31.08.",2005-08-31,2231,"e"
"Statistik der Sterbefälle","Germany",2005,"01.09.",2005-09-01,2296,"e"
"Statistik der Sterbefälle","Germany",2005,"02.09.",2005-09-02,2189,"e"
"Statistik der Sterbefälle","Germany",2005,"03.09.",2005-09-03,2036,"e"
"Statistik der Sterbefälle","Germany",2005,"04.09.",2005-09-04,2049,"e"
"Statistik der Sterbefälle","Germany",2005,"05.09.",2005-09-05,2011,"e"
"Statistik der Sterbefälle","Germany",2005,"06.09.",2005-09-06,2062,"e"
"Statistik der Sterbefälle","Germany",2005,"07.09.",2005-09-07,2083,"e"
"Statistik der Sterbefälle","Germany",2005,"08.09.",2005-09-08,2229,"e"
"Statistik der Sterbefälle","Germany",2005,"09.09.",2005-09-09,2222,"e"
"Statistik der Sterbefälle","Germany",2005,"10.09.",2005-09-10,2161,"e"
"Statistik der Sterbefälle","Germany",2005,"11.09.",2005-09-11,2039,"e"
"Statistik der Sterbefälle","Germany",2005,"12.09.",2005-09-12,2046,"e"
"Statistik der Sterbefälle","Germany",2005,"13.09.",2005-09-13,1946,"e"
"Statistik der Sterbefälle","Germany",2005,"14.09.",2005-09-14,2048,"e"
"Statistik der Sterbefälle","Germany",2005,"15.09.",2005-09-15,2069,"e"
"Statistik der Sterbefälle","Germany",2005,"16.09.",2005-09-16,2098,"e"
"Statistik der Sterbefälle","Germany",2005,"17.09.",2005-09-17,1924,"e"
"Statistik der Sterbefälle","Germany",2005,"18.09.",2005-09-18,1948,"e"
"Statistik der Sterbefälle","Germany",2005,"19.09.",2005-09-19,1976,"e"
"Statistik der Sterbefälle","Germany",2005,"20.09.",2005-09-20,1944,"e"
"Statistik der Sterbefälle","Germany",2005,"21.09.",2005-09-21,2025,"e"
"Statistik der Sterbefälle","Germany",2005,"22.09.",2005-09-22,2078,"e"
"Statistik der Sterbefälle","Germany",2005,"23.09.",2005-09-23,2229,"e"
"Statistik der Sterbefälle","Germany",2005,"24.09.",2005-09-24,2017,"e"
"Statistik der Sterbefälle","Germany",2005,"25.09.",2005-09-25,2054,"e"
"Statistik der Sterbefälle","Germany",2005,"26.09.",2005-09-26,2114,"e"
"Statistik der Sterbefälle","Germany",2005,"27.09.",2005-09-27,2134,"e"
"Statistik der Sterbefälle","Germany",2005,"28.09.",2005-09-28,2026,"e"
"Statistik der Sterbefälle","Germany",2005,"29.09.",2005-09-29,2116,"e"
"Statistik der Sterbefälle","Germany",2005,"30.09.",2005-09-30,2092,"e"
"Statistik der Sterbefälle","Germany",2005,"01.10.",2005-10-01,2042,"e"
"Statistik der Sterbefälle","Germany",2005,"02.10.",2005-10-02,2007,"e"
"Statistik der Sterbefälle","Germany",2005,"03.10.",2005-10-03,2032,"e"
"Statistik der Sterbefälle","Germany",2005,"04.10.",2005-10-04,2151,"e"
"Statistik der Sterbefälle","Germany",2005,"05.10.",2005-10-05,2150,"e"
"Statistik der Sterbefälle","Germany",2005,"06.10.",2005-10-06,2145,"e"
"Statistik der Sterbefälle","Germany",2005,"07.10.",2005-10-07,2180,"e"
"Statistik der Sterbefälle","Germany",2005,"08.10.",2005-10-08,2146,"e"
"Statistik der Sterbefälle","Germany",2005,"09.10.",2005-10-09,2078,"e"
"Statistik der Sterbefälle","Germany",2005,"10.10.",2005-10-10,2124,"e"
"Statistik der Sterbefälle","Germany",2005,"11.10.",2005-10-11,2187,"e"
"Statistik der Sterbefälle","Germany",2005,"12.10.",2005-10-12,2174,"e"
"Statistik der Sterbefälle","Germany",2005,"13.10.",2005-10-13,2144,"e"
"Statistik der Sterbefälle","Germany",2005,"14.10.",2005-10-14,2180,"e"
"Statistik der Sterbefälle","Germany",2005,"15.10.",2005-10-15,2164,"e"
"Statistik der Sterbefälle","Germany",2005,"16.10.",2005-10-16,1999,"e"
"Statistik der Sterbefälle","Germany",2005,"17.10.",2005-10-17,2140,"e"
"Statistik der Sterbefälle","Germany",2005,"18.10.",2005-10-18,2202,"e"
"Statistik der Sterbefälle","Germany",2005,"19.10.",2005-10-19,2161,"e"
"Statistik der Sterbefälle","Germany",2005,"20.10.",2005-10-20,2243,"e"
"Statistik der Sterbefälle","Germany",2005,"21.10.",2005-10-21,2322,"e"
"Statistik der Sterbefälle","Germany",2005,"22.10.",2005-10-22,2204,"e"
"Statistik der Sterbefälle","Germany",2005,"23.10.",2005-10-23,2155,"e"
"Statistik der Sterbefälle","Germany",2005,"24.10.",2005-10-24,2245,"e"
"Statistik der Sterbefälle","Germany",2005,"25.10.",2005-10-25,2242,"e"
"Statistik der Sterbefälle","Germany",2005,"26.10.",2005-10-26,2116,"e"
"Statistik der Sterbefälle","Germany",2005,"27.10.",2005-10-27,2250,"e"
"Statistik der Sterbefälle","Germany",2005,"28.10.",2005-10-28,2250,"e"
"Statistik der Sterbefälle","Germany",2005,"29.10.",2005-10-29,2166,"e"
"Statistik der Sterbefälle","Germany",2005,"30.10.",2005-10-30,2216,"e"
"Statistik der Sterbefälle","Germany",2005,"31.10.",2005-10-31,2218,"e"
"Statistik der Sterbefälle","Germany",2005,"01.11.",2005-11-01,2149,"e"
"Statistik der Sterbefälle","Germany",2005,"02.11.",2005-11-02,2238,"e"
"Statistik der Sterbefälle","Germany",2005,"03.11.",2005-11-03,2200,"e"
"Statistik der Sterbefälle","Germany",2005,"04.11.",2005-11-04,2263,"e"
"Statistik der Sterbefälle","Germany",2005,"05.11.",2005-11-05,2107,"e"
"Statistik der Sterbefälle","Germany",2005,"06.11.",2005-11-06,1974,"e"
"Statistik der Sterbefälle","Germany",2005,"07.11.",2005-11-07,2085,"e"
"Statistik der Sterbefälle","Germany",2005,"08.11.",2005-11-08,2214,"e"
"Statistik der Sterbefälle","Germany",2005,"09.11.",2005-11-09,2198,"e"
"Statistik der Sterbefälle","Germany",2005,"10.11.",2005-11-10,2149,"e"
"Statistik der Sterbefälle","Germany",2005,"11.11.",2005-11-11,2302,"e"
"Statistik der Sterbefälle","Germany",2005,"12.11.",2005-11-12,2235,"e"
"Statistik der Sterbefälle","Germany",2005,"13.11.",2005-11-13,2131,"e"
"Statistik der Sterbefälle","Germany",2005,"14.11.",2005-11-14,2154,"e"
"Statistik der Sterbefälle","Germany",2005,"15.11.",2005-11-15,2251,"e"
"Statistik der Sterbefälle","Germany",2005,"16.11.",2005-11-16,2284,"e"
"Statistik der Sterbefälle","Germany",2005,"17.11.",2005-11-17,2266,"e"
"Statistik der Sterbefälle","Germany",2005,"18.11.",2005-11-18,2300,"e"
"Statistik der Sterbefälle","Germany",2005,"19.11.",2005-11-19,2169,"e"
"Statistik der Sterbefälle","Germany",2005,"20.11.",2005-11-20,2187,"e"
"Statistik der Sterbefälle","Germany",2005,"21.11.",2005-11-21,2229,"e"
"Statistik der Sterbefälle","Germany",2005,"22.11.",2005-11-22,2293,"e"
"Statistik der Sterbefälle","Germany",2005,"23.11.",2005-11-23,2261,"e"
"Statistik der Sterbefälle","Germany",2005,"24.11.",2005-11-24,2356,"e"
"Statistik der Sterbefälle","Germany",2005,"25.11.",2005-11-25,2454,"e"
"Statistik der Sterbefälle","Germany",2005,"26.11.",2005-11-26,2396,"e"
"Statistik der Sterbefälle","Germany",2005,"27.11.",2005-11-27,2291,"e"
"Statistik der Sterbefälle","Germany",2005,"28.11.",2005-11-28,2449,"e"
"Statistik der Sterbefälle","Germany",2005,"29.11.",2005-11-29,2380,"e"
"Statistik der Sterbefälle","Germany",2005,"30.11.",2005-11-30,2374,"e"
"Statistik der Sterbefälle","Germany",2005,"01.12.",2005-12-01,2457,"e"
"Statistik der Sterbefälle","Germany",2005,"02.12.",2005-12-02,2437,"e"
"Statistik der Sterbefälle","Germany",2005,"03.12.",2005-12-03,2455,"e"
"Statistik der Sterbefälle","Germany",2005,"04.12.",2005-12-04,2314,"e"
"Statistik der Sterbefälle","Germany",2005,"05.12.",2005-12-05,2463,"e"
"Statistik der Sterbefälle","Germany",2005,"06.12.",2005-12-06,2317,"e"
"Statistik der Sterbefälle","Germany",2005,"07.12.",2005-12-07,2402,"e"
"Statistik der Sterbefälle","Germany",2005,"08.12.",2005-12-08,2401,"e"
"Statistik der Sterbefälle","Germany",2005,"09.12.",2005-12-09,2298,"e"
"Statistik der Sterbefälle","Germany",2005,"10.12.",2005-12-10,2285,"e"
"Statistik der Sterbefälle","Germany",2005,"11.12.",2005-12-11,2190,"e"
"Statistik der Sterbefälle","Germany",2005,"12.12.",2005-12-12,2389,"e"
"Statistik der Sterbefälle","Germany",2005,"13.12.",2005-12-13,2346,"e"
"Statistik der Sterbefälle","Germany",2005,"14.12.",2005-12-14,2283,"e"
"Statistik der Sterbefälle","Germany",2005,"15.12.",2005-12-15,2458,"e"
"Statistik der Sterbefälle","Germany",2005,"16.12.",2005-12-16,2456,"e"
"Statistik der Sterbefälle","Germany",2005,"17.12.",2005-12-17,2372,"e"
"Statistik der Sterbefälle","Germany",2005,"18.12.",2005-12-18,2382,"e"
"Statistik der Sterbefälle","Germany",2005,"19.12.",2005-12-19,2342,"e"
"Statistik der Sterbefälle","Germany",2005,"20.12.",2005-12-20,2379,"e"
"Statistik der Sterbefälle","Germany",2005,"21.12.",2005-12-21,2383,"e"
"Statistik der Sterbefälle","Germany",2005,"22.12.",2005-12-22,2304,"e"
"Statistik der Sterbefälle","Germany",2005,"23.12.",2005-12-23,2343,"e"
"Statistik der Sterbefälle","Germany",2005,"24.12.",2005-12-24,2372,"e"
"Statistik der Sterbefälle","Germany",2005,"25.12.",2005-12-25,2377,"e"
"Statistik der Sterbefälle","Germany",2005,"26.12.",2005-12-26,2343,"e"
"Statistik der Sterbefälle","Germany",2005,"27.12.",2005-12-27,2411,"e"
"Statistik der Sterbefälle","Germany",2005,"28.12.",2005-12-28,2448,"e"
"Statistik der Sterbefälle","Germany",2005,"29.12.",2005-12-29,2483,"e"
"Statistik der Sterbefälle","Germany",2005,"30.12.",2005-12-30,2289,"e"
"Statistik der Sterbefälle","Germany",2005,"31.12.",2005-12-31,2452,"e"
"Statistik der Sterbefälle","Germany",2006,"01.01.",2006-01-01,2399,"e"
"Statistik der Sterbefälle","Germany",2006,"02.01.",2006-01-02,2464,"e"
"Statistik der Sterbefälle","Germany",2006,"03.01.",2006-01-03,2400,"e"
"Statistik der Sterbefälle","Germany",2006,"04.01.",2006-01-04,2374,"e"
"Statistik der Sterbefälle","Germany",2006,"05.01.",2006-01-05,2354,"e"
"Statistik der Sterbefälle","Germany",2006,"06.01.",2006-01-06,2375,"e"
"Statistik der Sterbefälle","Germany",2006,"07.01.",2006-01-07,2341,"e"
"Statistik der Sterbefälle","Germany",2006,"08.01.",2006-01-08,2363,"e"
"Statistik der Sterbefälle","Germany",2006,"09.01.",2006-01-09,2303,"e"
"Statistik der Sterbefälle","Germany",2006,"10.01.",2006-01-10,2332,"e"
"Statistik der Sterbefälle","Germany",2006,"11.01.",2006-01-11,2444,"e"
"Statistik der Sterbefälle","Germany",2006,"12.01.",2006-01-12,2410,"e"
"Statistik der Sterbefälle","Germany",2006,"13.01.",2006-01-13,2473,"e"
"Statistik der Sterbefälle","Germany",2006,"14.01.",2006-01-14,2307,"e"
"Statistik der Sterbefälle","Germany",2006,"15.01.",2006-01-15,2380,"e"
"Statistik der Sterbefälle","Germany",2006,"16.01.",2006-01-16,2470,"e"
"Statistik der Sterbefälle","Germany",2006,"17.01.",2006-01-17,2466,"e"
"Statistik der Sterbefälle","Germany",2006,"18.01.",2006-01-18,2465,"e"
"Statistik der Sterbefälle","Germany",2006,"19.01.",2006-01-19,2383,"e"
"Statistik der Sterbefälle","Germany",2006,"20.01.",2006-01-20,2533,"e"
"Statistik der Sterbefälle","Germany",2006,"21.01.",2006-01-21,2365,"e"
"Statistik der Sterbefälle","Germany",2006,"22.01.",2006-01-22,2309,"e"
"Statistik der Sterbefälle","Germany",2006,"23.01.",2006-01-23,2380,"e"
"Statistik der Sterbefälle","Germany",2006,"24.01.",2006-01-24,2335,"e"
"Statistik der Sterbefälle","Germany",2006,"25.01.",2006-01-25,2454,"e"
"Statistik der Sterbefälle","Germany",2006,"26.01.",2006-01-26,2436,"e"
"Statistik der Sterbefälle","Germany",2006,"27.01.",2006-01-27,2385,"e"
"Statistik der Sterbefälle","Germany",2006,"28.01.",2006-01-28,2474,"e"
"Statistik der Sterbefälle","Germany",2006,"29.01.",2006-01-29,2252,"e"
"Statistik der Sterbefälle","Germany",2006,"30.01.",2006-01-30,2419,"e"
"Statistik der Sterbefälle","Germany",2006,"31.01.",2006-01-31,2382,"e"
"Statistik der Sterbefälle","Germany",2006,"01.02.",2006-02-01,2445,"e"
"Statistik der Sterbefälle","Germany",2006,"02.02.",2006-02-02,2340,"e"
"Statistik der Sterbefälle","Germany",2006,"03.02.",2006-02-03,2479,"e"
"Statistik der Sterbefälle","Germany",2006,"04.02.",2006-02-04,2345,"e"
"Statistik der Sterbefälle","Germany",2006,"05.02.",2006-02-05,2474,"e"
"Statistik der Sterbefälle","Germany",2006,"06.02.",2006-02-06,2473,"e"
"Statistik der Sterbefälle","Germany",2006,"07.02.",2006-02-07,2469,"e"
"Statistik der Sterbefälle","Germany",2006,"08.02.",2006-02-08,2402,"e"
"Statistik der Sterbefälle","Germany",2006,"09.02.",2006-02-09,2484,"e"
"Statistik der Sterbefälle","Germany",2006,"10.02.",2006-02-10,2480,"e"
"Statistik der Sterbefälle","Germany",2006,"11.02.",2006-02-11,2320,"e"
"Statistik der Sterbefälle","Germany",2006,"12.02.",2006-02-12,2277,"e"
"Statistik der Sterbefälle","Germany",2006,"13.02.",2006-02-13,2389,"e"
"Statistik der Sterbefälle","Germany",2006,"14.02.",2006-02-14,2412,"e"
"Statistik der Sterbefälle","Germany",2006,"15.02.",2006-02-15,2543,"e"
"Statistik der Sterbefälle","Germany",2006,"16.02.",2006-02-16,2452,"e"
"Statistik der Sterbefälle","Germany",2006,"17.02.",2006-02-17,2415,"e"
"Statistik der Sterbefälle","Germany",2006,"18.02.",2006-02-18,2321,"e"
"Statistik der Sterbefälle","Germany",2006,"19.02.",2006-02-19,2214,"e"
"Statistik der Sterbefälle","Germany",2006,"20.02.",2006-02-20,2403,"e"
"Statistik der Sterbefälle","Germany",2006,"21.02.",2006-02-21,2357,"e"
"Statistik der Sterbefälle","Germany",2006,"22.02.",2006-02-22,2386,"e"
"Statistik der Sterbefälle","Germany",2006,"23.02.",2006-02-23,2312,"e"
"Statistik der Sterbefälle","Germany",2006,"24.02.",2006-02-24,2342,"e"
"Statistik der Sterbefälle","Germany",2006,"25.02.",2006-02-25,2299,"e"
"Statistik der Sterbefälle","Germany",2006,"26.02.",2006-02-26,2208,"e"
"Statistik der Sterbefälle","Germany",2006,"27.02.",2006-02-27,2412,"e"
"Statistik der Sterbefälle","Germany",2006,"28.02.",2006-02-28,2339,"e"
"Statistik der Sterbefälle","Germany",2006,"01.03.",2006-03-01,2417,"e"
"Statistik der Sterbefälle","Germany",2006,"02.03.",2006-03-02,2369,"e"
"Statistik der Sterbefälle","Germany",2006,"03.03.",2006-03-03,2501,"e"
"Statistik der Sterbefälle","Germany",2006,"04.03.",2006-03-04,2434,"e"
"Statistik der Sterbefälle","Germany",2006,"05.03.",2006-03-05,2348,"e"
"Statistik der Sterbefälle","Germany",2006,"06.03.",2006-03-06,2326,"e"
"Statistik der Sterbefälle","Germany",2006,"07.03.",2006-03-07,2366,"e"
"Statistik der Sterbefälle","Germany",2006,"08.03.",2006-03-08,2389,"e"
"Statistik der Sterbefälle","Germany",2006,"09.03.",2006-03-09,2393,"e"
