"statistic","country","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Germany",2019,"14.01.",2019-01-14,2787,"e"
"Statistik der Sterbefälle","Germany",2019,"15.01.",2019-01-15,2800,"e"
"Statistik der Sterbefälle","Germany",2019,"16.01.",2019-01-16,2790,"e"
"Statistik der Sterbefälle","Germany",2019,"17.01.",2019-01-17,2786,"e"
"Statistik der Sterbefälle","Germany",2019,"18.01.",2019-01-18,2776,"e"
"Statistik der Sterbefälle","Germany",2019,"19.01.",2019-01-19,2610,"e"
"Statistik der Sterbefälle","Germany",2019,"20.01.",2019-01-20,2614,"e"
"Statistik der Sterbefälle","Germany",2019,"21.01.",2019-01-21,2693,"e"
"Statistik der Sterbefälle","Germany",2019,"22.01.",2019-01-22,2742,"e"
"Statistik der Sterbefälle","Germany",2019,"23.01.",2019-01-23,2865,"e"
"Statistik der Sterbefälle","Germany",2019,"24.01.",2019-01-24,2835,"e"
"Statistik der Sterbefälle","Germany",2019,"25.01.",2019-01-25,2833,"e"
"Statistik der Sterbefälle","Germany",2019,"26.01.",2019-01-26,2797,"e"
"Statistik der Sterbefälle","Germany",2019,"27.01.",2019-01-27,2740,"e"
"Statistik der Sterbefälle","Germany",2019,"28.01.",2019-01-28,2904,"e"
"Statistik der Sterbefälle","Germany",2019,"29.01.",2019-01-29,2748,"e"
"Statistik der Sterbefälle","Germany",2019,"30.01.",2019-01-30,2729,"e"
"Statistik der Sterbefälle","Germany",2019,"31.01.",2019-01-31,2779,"e"
"Statistik der Sterbefälle","Germany",2019,"01.02.",2019-02-01,3012,"e"
"Statistik der Sterbefälle","Germany",2019,"02.02.",2019-02-02,2875,"e"
"Statistik der Sterbefälle","Germany",2019,"03.02.",2019-02-03,2765,"e"
"Statistik der Sterbefälle","Germany",2019,"04.02.",2019-02-04,2812,"e"
"Statistik der Sterbefälle","Germany",2019,"05.02.",2019-02-05,2890,"e"
"Statistik der Sterbefälle","Germany",2019,"06.02.",2019-02-06,2898,"e"
"Statistik der Sterbefälle","Germany",2019,"07.02.",2019-02-07,2882,"e"
"Statistik der Sterbefälle","Germany",2019,"08.02.",2019-02-08,2847,"e"
"Statistik der Sterbefälle","Germany",2019,"09.02.",2019-02-09,2847,"e"
"Statistik der Sterbefälle","Germany",2019,"10.02.",2019-02-10,2805,"e"
"Statistik der Sterbefälle","Germany",2019,"11.02.",2019-02-11,2853,"e"
"Statistik der Sterbefälle","Germany",2019,"12.02.",2019-02-12,2860,"e"
"Statistik der Sterbefälle","Germany",2019,"13.02.",2019-02-13,2890,"e"
"Statistik der Sterbefälle","Germany",2019,"14.02.",2019-02-14,2910,"e"
"Statistik der Sterbefälle","Germany",2019,"15.02.",2019-02-15,2977,"e"
"Statistik der Sterbefälle","Germany",2019,"16.02.",2019-02-16,2844,"e"
"Statistik der Sterbefälle","Germany",2019,"17.02.",2019-02-17,2816,"e"
"Statistik der Sterbefälle","Germany",2019,"18.02.",2019-02-18,2990,"e"
"Statistik der Sterbefälle","Germany",2019,"19.02.",2019-02-19,2876,"e"
"Statistik der Sterbefälle","Germany",2019,"20.02.",2019-02-20,3000,"e"
"Statistik der Sterbefälle","Germany",2019,"21.02.",2019-02-21,2963,"e"
"Statistik der Sterbefälle","Germany",2019,"22.02.",2019-02-22,2986,"e"
"Statistik der Sterbefälle","Germany",2019,"23.02.",2019-02-23,2792,"e"
"Statistik der Sterbefälle","Germany",2019,"24.02.",2019-02-24,2742,"e"
"Statistik der Sterbefälle","Germany",2019,"25.02.",2019-02-25,2970,"e"
"Statistik der Sterbefälle","Germany",2019,"26.02.",2019-02-26,2977,"e"
"Statistik der Sterbefälle","Germany",2019,"27.02.",2019-02-27,2939,"e"
"Statistik der Sterbefälle","Germany",2019,"28.02.",2019-02-28,2991,"e"
"Statistik der Sterbefälle","Germany",2019,"01.03.",2019-03-01,3100,"e"
"Statistik der Sterbefälle","Germany",2019,"02.03.",2019-03-02,2955,"e"
"Statistik der Sterbefälle","Germany",2019,"03.03.",2019-03-03,2858,"e"
"Statistik der Sterbefälle","Germany",2019,"04.03.",2019-03-04,2909,"e"
"Statistik der Sterbefälle","Germany",2019,"05.03.",2019-03-05,2978,"e"
"Statistik der Sterbefälle","Germany",2019,"06.03.",2019-03-06,3006,"e"
"Statistik der Sterbefälle","Germany",2019,"07.03.",2019-03-07,3046,"e"
"Statistik der Sterbefälle","Germany",2019,"08.03.",2019-03-08,2981,"e"
"Statistik der Sterbefälle","Germany",2019,"09.03.",2019-03-09,2810,"e"
"Statistik der Sterbefälle","Germany",2019,"10.03.",2019-03-10,2723,"e"
"Statistik der Sterbefälle","Germany",2019,"11.03.",2019-03-11,2743,"e"
"Statistik der Sterbefälle","Germany",2019,"12.03.",2019-03-12,2857,"e"
"Statistik der Sterbefälle","Germany",2019,"13.03.",2019-03-13,2878,"e"
"Statistik der Sterbefälle","Germany",2019,"14.03.",2019-03-14,2864,"e"
"Statistik der Sterbefälle","Germany",2019,"15.03.",2019-03-15,2882,"e"
"Statistik der Sterbefälle","Germany",2019,"16.03.",2019-03-16,2859,"e"
"Statistik der Sterbefälle","Germany",2019,"17.03.",2019-03-17,2712,"e"
"Statistik der Sterbefälle","Germany",2019,"18.03.",2019-03-18,2701,"e"
"Statistik der Sterbefälle","Germany",2019,"19.03.",2019-03-19,2651,"e"
"Statistik der Sterbefälle","Germany",2019,"20.03.",2019-03-20,2749,"e"
"Statistik der Sterbefälle","Germany",2019,"21.03.",2019-03-21,2768,"e"
"Statistik der Sterbefälle","Germany",2019,"22.03.",2019-03-22,2806,"e"
"Statistik der Sterbefälle","Germany",2019,"23.03.",2019-03-23,2730,"e"
"Statistik der Sterbefälle","Germany",2019,"24.03.",2019-03-24,2611,"e"
"Statistik der Sterbefälle","Germany",2019,"25.03.",2019-03-25,2614,"e"
"Statistik der Sterbefälle","Germany",2019,"26.03.",2019-03-26,2654,"e"
"Statistik der Sterbefälle","Germany",2019,"27.03.",2019-03-27,2683,"e"
"Statistik der Sterbefälle","Germany",2019,"28.03.",2019-03-28,2670,"e"
"Statistik der Sterbefälle","Germany",2019,"29.03.",2019-03-29,2809,"e"
"Statistik der Sterbefälle","Germany",2019,"30.03.",2019-03-30,2670,"e"
"Statistik der Sterbefälle","Germany",2019,"31.03.",2019-03-31,2462,"e"
"Statistik der Sterbefälle","Germany",2019,"01.04.",2019-04-01,2653,"e"
"Statistik der Sterbefälle","Germany",2019,"02.04.",2019-04-02,2695,"e"
"Statistik der Sterbefälle","Germany",2019,"03.04.",2019-04-03,2754,"e"
"Statistik der Sterbefälle","Germany",2019,"04.04.",2019-04-04,2790,"e"
"Statistik der Sterbefälle","Germany",2019,"05.04.",2019-04-05,2682,"e"
"Statistik der Sterbefälle","Germany",2019,"06.04.",2019-04-06,2645,"e"
"Statistik der Sterbefälle","Germany",2019,"07.04.",2019-04-07,2452,"e"
"Statistik der Sterbefälle","Germany",2019,"08.04.",2019-04-08,2670,"e"
"Statistik der Sterbefälle","Germany",2019,"09.04.",2019-04-09,2542,"e"
"Statistik der Sterbefälle","Germany",2019,"10.04.",2019-04-10,2628,"e"
"Statistik der Sterbefälle","Germany",2019,"11.04.",2019-04-11,2543,"e"
"Statistik der Sterbefälle","Germany",2019,"12.04.",2019-04-12,2513,"e"
"Statistik der Sterbefälle","Germany",2019,"13.04.",2019-04-13,2537,"e"
"Statistik der Sterbefälle","Germany",2019,"14.04.",2019-04-14,2419,"e"
"Statistik der Sterbefälle","Germany",2019,"15.04.",2019-04-15,2671,"e"
"Statistik der Sterbefälle","Germany",2019,"16.04.",2019-04-16,2580,"e"
"Statistik der Sterbefälle","Germany",2019,"17.04.",2019-04-17,2629,"e"
"Statistik der Sterbefälle","Germany",2019,"18.04.",2019-04-18,2623,"e"
"Statistik der Sterbefälle","Germany",2019,"19.04.",2019-04-19,2594,"e"
"Statistik der Sterbefälle","Germany",2019,"20.04.",2019-04-20,2504,"e"
"Statistik der Sterbefälle","Germany",2019,"21.04.",2019-04-21,2488,"e"
"Statistik der Sterbefälle","Germany",2019,"22.04.",2019-04-22,2435,"e"
"Statistik der Sterbefälle","Germany",2019,"23.04.",2019-04-23,2714,"e"
"Statistik der Sterbefälle","Germany",2019,"24.04.",2019-04-24,2704,"e"
"Statistik der Sterbefälle","Germany",2019,"25.04.",2019-04-25,2675,"e"
"Statistik der Sterbefälle","Germany",2019,"26.04.",2019-04-26,2594,"e"
"Statistik der Sterbefälle","Germany",2019,"27.04.",2019-04-27,2439,"e"
"Statistik der Sterbefälle","Germany",2019,"28.04.",2019-04-28,2333,"e"
"Statistik der Sterbefälle","Germany",2019,"29.04.",2019-04-29,2393,"e"
"Statistik der Sterbefälle","Germany",2019,"30.04.",2019-04-30,2511,"e"
"Statistik der Sterbefälle","Germany",2019,"01.05.",2019-05-01,2456,"e"
"Statistik der Sterbefälle","Germany",2019,"02.05.",2019-05-02,2445,"e"
"Statistik der Sterbefälle","Germany",2019,"03.05.",2019-05-03,2536,"e"
"Statistik der Sterbefälle","Germany",2019,"04.05.",2019-05-04,2464,"e"
"Statistik der Sterbefälle","Germany",2019,"05.05.",2019-05-05,2285,"e"
"Statistik der Sterbefälle","Germany",2019,"06.05.",2019-05-06,2428,"e"
"Statistik der Sterbefälle","Germany",2019,"07.05.",2019-05-07,2369,"e"
"Statistik der Sterbefälle","Germany",2019,"08.05.",2019-05-08,2519,"e"
"Statistik der Sterbefälle","Germany",2019,"09.05.",2019-05-09,2563,"e"
"Statistik der Sterbefälle","Germany",2019,"10.05.",2019-05-10,2561,"e"
"Statistik der Sterbefälle","Germany",2019,"11.05.",2019-05-11,2431,"e"
"Statistik der Sterbefälle","Germany",2019,"12.05.",2019-05-12,2247,"e"
"Statistik der Sterbefälle","Germany",2019,"13.05.",2019-05-13,2431,"e"
"Statistik der Sterbefälle","Germany",2019,"14.05.",2019-05-14,2459,"e"
"Statistik der Sterbefälle","Germany",2019,"15.05.",2019-05-15,2374,"e"
"Statistik der Sterbefälle","Germany",2019,"16.05.",2019-05-16,2508,"e"
"Statistik der Sterbefälle","Germany",2019,"17.05.",2019-05-17,2575,"e"
"Statistik der Sterbefälle","Germany",2019,"18.05.",2019-05-18,2559,"e"
"Statistik der Sterbefälle","Germany",2019,"19.05.",2019-05-19,2409,"e"
"Statistik der Sterbefälle","Germany",2019,"20.05.",2019-05-20,2533,"e"
"Statistik der Sterbefälle","Germany",2019,"21.05.",2019-05-21,2561,"e"
"Statistik der Sterbefälle","Germany",2019,"22.05.",2019-05-22,2425,"e"
"Statistik der Sterbefälle","Germany",2019,"23.05.",2019-05-23,2414,"e"
"Statistik der Sterbefälle","Germany",2019,"24.05.",2019-05-24,2538,"e"
"Statistik der Sterbefälle","Germany",2019,"25.05.",2019-05-25,2335,"e"
"Statistik der Sterbefälle","Germany",2019,"26.05.",2019-05-26,2274,"e"
"Statistik der Sterbefälle","Germany",2019,"27.05.",2019-05-27,2471,"e"
"Statistik der Sterbefälle","Germany",2019,"28.05.",2019-05-28,2356,"e"
"Statistik der Sterbefälle","Germany",2019,"29.05.",2019-05-29,2410,"e"
"Statistik der Sterbefälle","Germany",2019,"30.05.",2019-05-30,2290,"e"
"Statistik der Sterbefälle","Germany",2019,"31.05.",2019-05-31,2443,"e"
"Statistik der Sterbefälle","Germany",2019,"01.06.",2019-06-01,2460,"e"
"Statistik der Sterbefälle","Germany",2019,"02.06.",2019-06-02,2491,"e"
"Statistik der Sterbefälle","Germany",2019,"03.06.",2019-06-03,2574,"e"
"Statistik der Sterbefälle","Germany",2019,"04.06.",2019-06-04,2685,"e"
"Statistik der Sterbefälle","Germany",2019,"05.06.",2019-06-05,2754,"e"
"Statistik der Sterbefälle","Germany",2019,"06.06.",2019-06-06,2512,"e"
"Statistik der Sterbefälle","Germany",2019,"07.06.",2019-06-07,2331,"e"
"Statistik der Sterbefälle","Germany",2019,"08.06.",2019-06-08,2375,"e"
"Statistik der Sterbefälle","Germany",2019,"09.06.",2019-06-09,2260,"e"
"Statistik der Sterbefälle","Germany",2019,"10.06.",2019-06-10,2259,"e"
"Statistik der Sterbefälle","Germany",2019,"11.06.",2019-06-11,2394,"e"
"Statistik der Sterbefälle","Germany",2019,"12.06.",2019-06-12,2403,"e"
"Statistik der Sterbefälle","Germany",2019,"13.06.",2019-06-13,2317,"e"
"Statistik der Sterbefälle","Germany",2019,"14.06.",2019-06-14,2454,"e"
"Statistik der Sterbefälle","Germany",2019,"15.06.",2019-06-15,2405,"e"
"Statistik der Sterbefälle","Germany",2019,"16.06.",2019-06-16,2252,"e"
"Statistik der Sterbefälle","Germany",2019,"17.06.",2019-06-17,2288,"e"
"Statistik der Sterbefälle","Germany",2019,"18.06.",2019-06-18,2510,"e"
"Statistik der Sterbefälle","Germany",2019,"19.06.",2019-06-19,2656,"e"
"Statistik der Sterbefälle","Germany",2019,"20.06.",2019-06-20,2417,"e"
"Statistik der Sterbefälle","Germany",2019,"21.06.",2019-06-21,2332,"e"
"Statistik der Sterbefälle","Germany",2019,"22.06.",2019-06-22,2222,"e"
"Statistik der Sterbefälle","Germany",2019,"23.06.",2019-06-23,2214,"e"
"Statistik der Sterbefälle","Germany",2019,"24.06.",2019-06-24,2476,"e"
"Statistik der Sterbefälle","Germany",2019,"25.06.",2019-06-25,2648,"e"
"Statistik der Sterbefälle","Germany",2019,"26.06.",2019-06-26,2871,"e"
"Statistik der Sterbefälle","Germany",2019,"27.06.",2019-06-27,2680,"e"
"Statistik der Sterbefälle","Germany",2019,"28.06.",2019-06-28,2383,"e"
"Statistik der Sterbefälle","Germany",2019,"29.06.",2019-06-29,2359,"e"
"Statistik der Sterbefälle","Germany",2019,"30.06.",2019-06-30,2501,"e"
"Statistik der Sterbefälle","Germany",2019,"01.07.",2019-07-01,2616,"e"
"Statistik der Sterbefälle","Germany",2019,"02.07.",2019-07-02,2325,"e"
"Statistik der Sterbefälle","Germany",2019,"03.07.",2019-07-03,2305,"e"
"Statistik der Sterbefälle","Germany",2019,"04.07.",2019-07-04,2347,"e"
"Statistik der Sterbefälle","Germany",2019,"05.07.",2019-07-05,2438,"e"
"Statistik der Sterbefälle","Germany",2019,"06.07.",2019-07-06,2338,"e"
"Statistik der Sterbefälle","Germany",2019,"07.07.",2019-07-07,2183,"e"
"Statistik der Sterbefälle","Germany",2019,"08.07.",2019-07-08,2183,"e"
"Statistik der Sterbefälle","Germany",2019,"09.07.",2019-07-09,2284,"e"
"Statistik der Sterbefälle","Germany",2019,"10.07.",2019-07-10,2325,"e"
"Statistik der Sterbefälle","Germany",2019,"11.07.",2019-07-11,2423,"e"
"Statistik der Sterbefälle","Germany",2019,"12.07.",2019-07-12,2471,"e"
"Statistik der Sterbefälle","Germany",2019,"13.07.",2019-07-13,2355,"e"
"Statistik der Sterbefälle","Germany",2019,"14.07.",2019-07-14,2278,"e"
"Statistik der Sterbefälle","Germany",2019,"15.07.",2019-07-15,2306,"e"
"Statistik der Sterbefälle","Germany",2019,"16.07.",2019-07-16,2352,"e"
"Statistik der Sterbefälle","Germany",2019,"17.07.",2019-07-17,2340,"e"
"Statistik der Sterbefälle","Germany",2019,"18.07.",2019-07-18,2395,"e"
"Statistik der Sterbefälle","Germany",2019,"19.07.",2019-07-19,2573,"e"
"Statistik der Sterbefälle","Germany",2019,"20.07.",2019-07-20,2541,"e"
"Statistik der Sterbefälle","Germany",2019,"21.07.",2019-07-21,2349,"e"
"Statistik der Sterbefälle","Germany",2019,"22.07.",2019-07-22,2444,"e"
"Statistik der Sterbefälle","Germany",2019,"23.07.",2019-07-23,2447,"e"
"Statistik der Sterbefälle","Germany",2019,"24.07.",2019-07-24,2739,"e"
"Statistik der Sterbefälle","Germany",2019,"25.07.",2019-07-25,3006,"e"
"Statistik der Sterbefälle","Germany",2019,"26.07.",2019-07-26,3293,"e"
"Statistik der Sterbefälle","Germany",2019,"27.07.",2019-07-27,3056,"e"
"Statistik der Sterbefälle","Germany",2019,"28.07.",2019-07-28,2645,"e"
"Statistik der Sterbefälle","Germany",2019,"29.07.",2019-07-29,2579,"e"
"Statistik der Sterbefälle","Germany",2019,"30.07.",2019-07-30,2603,"e"
"Statistik der Sterbefälle","Germany",2019,"31.07.",2019-07-31,2387,"e"
"Statistik der Sterbefälle","Germany",2019,"01.08.",2019-08-01,2378,"e"
"Statistik der Sterbefälle","Germany",2019,"02.08.",2019-08-02,2483,"e"
"Statistik der Sterbefälle","Germany",2019,"03.08.",2019-08-03,2404,"e"
"Statistik der Sterbefälle","Germany",2019,"04.08.",2019-08-04,2200,"e"
"Statistik der Sterbefälle","Germany",2019,"05.08.",2019-08-05,2354,"e"
"Statistik der Sterbefälle","Germany",2019,"06.08.",2019-08-06,2453,"e"
"Statistik der Sterbefälle","Germany",2019,"07.08.",2019-08-07,2512,"e"
"Statistik der Sterbefälle","Germany",2019,"08.08.",2019-08-08,2258,"e"
"Statistik der Sterbefälle","Germany",2019,"09.08.",2019-08-09,2459,"e"
"Statistik der Sterbefälle","Germany",2019,"10.08.",2019-08-10,2374,"e"
"Statistik der Sterbefälle","Germany",2019,"11.08.",2019-08-11,2130,"e"
"Statistik der Sterbefälle","Germany",2019,"12.08.",2019-08-12,2278,"e"
"Statistik der Sterbefälle","Germany",2019,"13.08.",2019-08-13,2167,"e"
"Statistik der Sterbefälle","Germany",2019,"14.08.",2019-08-14,2208,"e"
"Statistik der Sterbefälle","Germany",2019,"15.08.",2019-08-15,2241,"e"
"Statistik der Sterbefälle","Germany",2019,"16.08.",2019-08-16,2395,"e"
"Statistik der Sterbefälle","Germany",2019,"17.08.",2019-08-17,2288,"e"
"Statistik der Sterbefälle","Germany",2019,"18.08.",2019-08-18,2357,"e"
"Statistik der Sterbefälle","Germany",2019,"19.08.",2019-08-19,2300,"e"
"Statistik der Sterbefälle","Germany",2019,"20.08.",2019-08-20,2291,"e"
"Statistik der Sterbefälle","Germany",2019,"21.08.",2019-08-21,2168,"e"
"Statistik der Sterbefälle","Germany",2019,"22.08.",2019-08-22,2250,"e"
"Statistik der Sterbefälle","Germany",2019,"23.08.",2019-08-23,2324,"e"
"Statistik der Sterbefälle","Germany",2019,"24.08.",2019-08-24,2390,"e"
"Statistik der Sterbefälle","Germany",2019,"25.08.",2019-08-25,2540,"e"
"Statistik der Sterbefälle","Germany",2019,"26.08.",2019-08-26,2589,"e"
"Statistik der Sterbefälle","Germany",2019,"27.08.",2019-08-27,2596,"e"
"Statistik der Sterbefälle","Germany",2019,"28.08.",2019-08-28,2646,"e"
"Statistik der Sterbefälle","Germany",2019,"29.08.",2019-08-29,2557,"e"
"Statistik der Sterbefälle","Germany",2019,"30.08.",2019-08-30,2456,"e"
"Statistik der Sterbefälle","Germany",2019,"31.08.",2019-08-31,2398,"e"
"Statistik der Sterbefälle","Germany",2019,"01.09.",2019-09-01,2395,"e"
"Statistik der Sterbefälle","Germany",2019,"02.09.",2019-09-02,2253,"e"
"Statistik der Sterbefälle","Germany",2019,"03.09.",2019-09-03,2244,"e"
"Statistik der Sterbefälle","Germany",2019,"04.09.",2019-09-04,2401,"e"
"Statistik der Sterbefälle","Germany",2019,"05.09.",2019-09-05,2356,"e"
"Statistik der Sterbefälle","Germany",2019,"06.09.",2019-09-06,2244,"e"
"Statistik der Sterbefälle","Germany",2019,"07.09.",2019-09-07,2227,"e"
"Statistik der Sterbefälle","Germany",2019,"08.09.",2019-09-08,2263,"e"
"Statistik der Sterbefälle","Germany",2019,"09.09.",2019-09-09,2384,"e"
"Statistik der Sterbefälle","Germany",2019,"10.09.",2019-09-10,2266,"e"
"Statistik der Sterbefälle","Germany",2019,"11.09.",2019-09-11,2299,"e"
"Statistik der Sterbefälle","Germany",2019,"12.09.",2019-09-12,2345,"e"
"Statistik der Sterbefälle","Germany",2019,"13.09.",2019-09-13,2405,"e"
"Statistik der Sterbefälle","Germany",2019,"14.09.",2019-09-14,2349,"e"
"Statistik der Sterbefälle","Germany",2019,"15.09.",2019-09-15,2255,"e"
"Statistik der Sterbefälle","Germany",2019,"16.09.",2019-09-16,2363,"e"
"Statistik der Sterbefälle","Germany",2019,"17.09.",2019-09-17,2392,"e"
"Statistik der Sterbefälle","Germany",2019,"18.09.",2019-09-18,2359,"e"
"Statistik der Sterbefälle","Germany",2019,"19.09.",2019-09-19,2336,"e"
"Statistik der Sterbefälle","Germany",2019,"20.09.",2019-09-20,2336,"e"
"Statistik der Sterbefälle","Germany",2019,"21.09.",2019-09-21,2384,"e"
"Statistik der Sterbefälle","Germany",2019,"22.09.",2019-09-22,2330,"e"
"Statistik der Sterbefälle","Germany",2019,"23.09.",2019-09-23,2558,"e"
"Statistik der Sterbefälle","Germany",2019,"24.09.",2019-09-24,2497,"e"
"Statistik der Sterbefälle","Germany",2019,"25.09.",2019-09-25,2610,"e"
"Statistik der Sterbefälle","Germany",2019,"26.09.",2019-09-26,2497,"e"
"Statistik der Sterbefälle","Germany",2019,"27.09.",2019-09-27,2527,"e"
"Statistik der Sterbefälle","Germany",2019,"28.09.",2019-09-28,2313,"e"
"Statistik der Sterbefälle","Germany",2019,"29.09.",2019-09-29,2400,"e"
"Statistik der Sterbefälle","Germany",2019,"30.09.",2019-09-30,2434,"e"
"Statistik der Sterbefälle","Germany",2019,"01.10.",2019-10-01,2517,"e"
"Statistik der Sterbefälle","Germany",2019,"02.10.",2019-10-02,2468,"e"
"Statistik der Sterbefälle","Germany",2019,"03.10.",2019-10-03,2341,"e"
"Statistik der Sterbefälle","Germany",2019,"04.10.",2019-10-04,2515,"e"
"Statistik der Sterbefälle","Germany",2019,"05.10.",2019-10-05,2382,"e"
"Statistik der Sterbefälle","Germany",2019,"06.10.",2019-10-06,2242,"e"
"Statistik der Sterbefälle","Germany",2019,"07.10.",2019-10-07,2397,"e"
"Statistik der Sterbefälle","Germany",2019,"08.10.",2019-10-08,2546,"e"
"Statistik der Sterbefälle","Germany",2019,"09.10.",2019-10-09,2598,"e"
