"statistic","country","year","week","age","sex","deaths","quality"
"Statistik der Sterbefälle","Germany",2023,41,"95+","Male","303","e"
"Statistik der Sterbefälle","Germany",2023,41,"95+","Female","925","e"
"Statistik der Sterbefälle","Germany",2023,42,"0-29","Male","79","e"
"Statistik der Sterbefälle","Germany",2023,42,"0-29","Female","55","e"
"Statistik der Sterbefälle","Germany",2023,42,"30-34","Male","31","e"
"Statistik der Sterbefälle","Germany",2023,42,"30-34","Female","18","e"
"Statistik der Sterbefälle","Germany",2023,42,"35-39","Male","40","e"
"Statistik der Sterbefälle","Germany",2023,42,"35-39","Female","25","e"
"Statistik der Sterbefälle","Germany",2023,42,"40-44","Male","70","e"
"Statistik der Sterbefälle","Germany",2023,42,"40-44","Female","30","e"
"Statistik der Sterbefälle","Germany",2023,42,"45-49","Male","100","e"
"Statistik der Sterbefälle","Germany",2023,42,"45-49","Female","56","e"
"Statistik der Sterbefälle","Germany",2023,42,"50-54","Male","230","e"
"Statistik der Sterbefälle","Germany",2023,42,"50-54","Female","117","e"
"Statistik der Sterbefälle","Germany",2023,42,"55-59","Male","408","e"
"Statistik der Sterbefälle","Germany",2023,42,"55-59","Female","234","e"
"Statistik der Sterbefälle","Germany",2023,42,"60-64","Male","666","e"
"Statistik der Sterbefälle","Germany",2023,42,"60-64","Female","411","e"
"Statistik der Sterbefälle","Germany",2023,42,"65-69","Male","855","e"
"Statistik der Sterbefälle","Germany",2023,42,"65-69","Female","512","e"
"Statistik der Sterbefälle","Germany",2023,42,"70-74","Male","1095","e"
"Statistik der Sterbefälle","Germany",2023,42,"70-74","Female","676","e"
"Statistik der Sterbefälle","Germany",2023,42,"75-79","Male","1151","e"
"Statistik der Sterbefälle","Germany",2023,42,"75-79","Female","903","e"
"Statistik der Sterbefälle","Germany",2023,42,"80-84","Male","1890","e"
"Statistik der Sterbefälle","Germany",2023,42,"80-84","Female","1755","e"
"Statistik der Sterbefälle","Germany",2023,42,"85-89","Male","1851","e"
"Statistik der Sterbefälle","Germany",2023,42,"85-89","Female","2355","e"
"Statistik der Sterbefälle","Germany",2023,42,"90-94","Male","951","e"
"Statistik der Sterbefälle","Germany",2023,42,"90-94","Female","1717","e"
"Statistik der Sterbefälle","Germany",2023,42,"95+","Male","284","e"
"Statistik der Sterbefälle","Germany",2023,42,"95+","Female","927","e"
"Statistik der Sterbefälle","Germany",2023,43,"0-29","Male","87","e"
"Statistik der Sterbefälle","Germany",2023,43,"0-29","Female","53","e"
"Statistik der Sterbefälle","Germany",2023,43,"30-34","Male","27","e"
"Statistik der Sterbefälle","Germany",2023,43,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2023,43,"35-39","Male","67","e"
"Statistik der Sterbefälle","Germany",2023,43,"35-39","Female","33","e"
"Statistik der Sterbefälle","Germany",2023,43,"40-44","Male","85","e"
"Statistik der Sterbefälle","Germany",2023,43,"40-44","Female","39","e"
"Statistik der Sterbefälle","Germany",2023,43,"45-49","Male","113","e"
"Statistik der Sterbefälle","Germany",2023,43,"45-49","Female","62","e"
"Statistik der Sterbefälle","Germany",2023,43,"50-54","Male","197","e"
"Statistik der Sterbefälle","Germany",2023,43,"50-54","Female","140","e"
"Statistik der Sterbefälle","Germany",2023,43,"55-59","Male","385","e"
"Statistik der Sterbefälle","Germany",2023,43,"55-59","Female","263","e"
"Statistik der Sterbefälle","Germany",2023,43,"60-64","Male","689","e"
"Statistik der Sterbefälle","Germany",2023,43,"60-64","Female","389","e"
"Statistik der Sterbefälle","Germany",2023,43,"65-69","Male","872","e"
"Statistik der Sterbefälle","Germany",2023,43,"65-69","Female","516","e"
"Statistik der Sterbefälle","Germany",2023,43,"70-74","Male","1061","e"
"Statistik der Sterbefälle","Germany",2023,43,"70-74","Female","732","e"
"Statistik der Sterbefälle","Germany",2023,43,"75-79","Male","1182","e"
"Statistik der Sterbefälle","Germany",2023,43,"75-79","Female","891","e"
"Statistik der Sterbefälle","Germany",2023,43,"80-84","Male","2021","e"
"Statistik der Sterbefälle","Germany",2023,43,"80-84","Female","1926","e"
"Statistik der Sterbefälle","Germany",2023,43,"85-89","Male","1921","e"
"Statistik der Sterbefälle","Germany",2023,43,"85-89","Female","2456","e"
"Statistik der Sterbefälle","Germany",2023,43,"90-94","Male","1064","e"
"Statistik der Sterbefälle","Germany",2023,43,"90-94","Female","1764","e"
"Statistik der Sterbefälle","Germany",2023,43,"95+","Male","299","e"
"Statistik der Sterbefälle","Germany",2023,43,"95+","Female","940","e"
"Statistik der Sterbefälle","Germany",2023,44,"0-29","Male","77","e"
"Statistik der Sterbefälle","Germany",2023,44,"0-29","Female","63","e"
"Statistik der Sterbefälle","Germany",2023,44,"30-34","Male","33","e"
"Statistik der Sterbefälle","Germany",2023,44,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2023,44,"35-39","Male","61","e"
"Statistik der Sterbefälle","Germany",2023,44,"35-39","Female","21","e"
"Statistik der Sterbefälle","Germany",2023,44,"40-44","Male","58","e"
"Statistik der Sterbefälle","Germany",2023,44,"40-44","Female","42","e"
"Statistik der Sterbefälle","Germany",2023,44,"45-49","Male","131","e"
"Statistik der Sterbefälle","Germany",2023,44,"45-49","Female","73","e"
"Statistik der Sterbefälle","Germany",2023,44,"50-54","Male","208","e"
"Statistik der Sterbefälle","Germany",2023,44,"50-54","Female","120","e"
"Statistik der Sterbefälle","Germany",2023,44,"55-59","Male","449","e"
"Statistik der Sterbefälle","Germany",2023,44,"55-59","Female","250","e"
"Statistik der Sterbefälle","Germany",2023,44,"60-64","Male","682","e"
"Statistik der Sterbefälle","Germany",2023,44,"60-64","Female","375","e"
"Statistik der Sterbefälle","Germany",2023,44,"65-69","Male","851","e"
"Statistik der Sterbefälle","Germany",2023,44,"65-69","Female","497","e"
"Statistik der Sterbefälle","Germany",2023,44,"70-74","Male","1091","e"
"Statistik der Sterbefälle","Germany",2023,44,"70-74","Female","761","e"
"Statistik der Sterbefälle","Germany",2023,44,"75-79","Male","1179","e"
"Statistik der Sterbefälle","Germany",2023,44,"75-79","Female","904","e"
"Statistik der Sterbefälle","Germany",2023,44,"80-84","Male","1925","e"
"Statistik der Sterbefälle","Germany",2023,44,"80-84","Female","1948","e"
"Statistik der Sterbefälle","Germany",2023,44,"85-89","Male","2027","e"
"Statistik der Sterbefälle","Germany",2023,44,"85-89","Female","2417","e"
"Statistik der Sterbefälle","Germany",2023,44,"90-94","Male","1022","e"
"Statistik der Sterbefälle","Germany",2023,44,"90-94","Female","1777","e"
"Statistik der Sterbefälle","Germany",2023,44,"95+","Male","338","e"
"Statistik der Sterbefälle","Germany",2023,44,"95+","Female","996","e"
"Statistik der Sterbefälle","Germany",2023,45,"0-29","Male","89","e"
"Statistik der Sterbefälle","Germany",2023,45,"0-29","Female","62","e"
"Statistik der Sterbefälle","Germany",2023,45,"30-34","Male","43","e"
"Statistik der Sterbefälle","Germany",2023,45,"30-34","Female","13","e"
"Statistik der Sterbefälle","Germany",2023,45,"35-39","Male","61","e"
"Statistik der Sterbefälle","Germany",2023,45,"35-39","Female","32","e"
"Statistik der Sterbefälle","Germany",2023,45,"40-44","Male","87","e"
"Statistik der Sterbefälle","Germany",2023,45,"40-44","Female","35","e"
"Statistik der Sterbefälle","Germany",2023,45,"45-49","Male","102","e"
"Statistik der Sterbefälle","Germany",2023,45,"45-49","Female","68","e"
"Statistik der Sterbefälle","Germany",2023,45,"50-54","Male","228","e"
"Statistik der Sterbefälle","Germany",2023,45,"50-54","Female","113","e"
"Statistik der Sterbefälle","Germany",2023,45,"55-59","Male","408","e"
"Statistik der Sterbefälle","Germany",2023,45,"55-59","Female","241","e"
"Statistik der Sterbefälle","Germany",2023,45,"60-64","Male","682","e"
"Statistik der Sterbefälle","Germany",2023,45,"60-64","Female","394","e"
"Statistik der Sterbefälle","Germany",2023,45,"65-69","Male","843","e"
"Statistik der Sterbefälle","Germany",2023,45,"65-69","Female","486","e"
"Statistik der Sterbefälle","Germany",2023,45,"70-74","Male","1114","e"
"Statistik der Sterbefälle","Germany",2023,45,"70-74","Female","742","e"
"Statistik der Sterbefälle","Germany",2023,45,"75-79","Male","1214","e"
"Statistik der Sterbefälle","Germany",2023,45,"75-79","Female","924","e"
"Statistik der Sterbefälle","Germany",2023,45,"80-84","Male","2018","e"
"Statistik der Sterbefälle","Germany",2023,45,"80-84","Female","1893","e"
"Statistik der Sterbefälle","Germany",2023,45,"85-89","Male","2111","e"
"Statistik der Sterbefälle","Germany",2023,45,"85-89","Female","2411","e"
"Statistik der Sterbefälle","Germany",2023,45,"90-94","Male","1040","e"
"Statistik der Sterbefälle","Germany",2023,45,"90-94","Female","1847","e"
"Statistik der Sterbefälle","Germany",2023,45,"95+","Male","358","e"
"Statistik der Sterbefälle","Germany",2023,45,"95+","Female","962","e"
"Statistik der Sterbefälle","Germany",2023,46,"0-29","Male","80","e"
"Statistik der Sterbefälle","Germany",2023,46,"0-29","Female","47","e"
"Statistik der Sterbefälle","Germany",2023,46,"30-34","Male","31","e"
"Statistik der Sterbefälle","Germany",2023,46,"30-34","Female","14","e"
"Statistik der Sterbefälle","Germany",2023,46,"35-39","Male","52","e"
"Statistik der Sterbefälle","Germany",2023,46,"35-39","Female","31","e"
"Statistik der Sterbefälle","Germany",2023,46,"40-44","Male","66","e"
"Statistik der Sterbefälle","Germany",2023,46,"40-44","Female","46","e"
"Statistik der Sterbefälle","Germany",2023,46,"45-49","Male","122","e"
"Statistik der Sterbefälle","Germany",2023,46,"45-49","Female","59","e"
"Statistik der Sterbefälle","Germany",2023,46,"50-54","Male","208","e"
"Statistik der Sterbefälle","Germany",2023,46,"50-54","Female","144","e"
"Statistik der Sterbefälle","Germany",2023,46,"55-59","Male","421","e"
"Statistik der Sterbefälle","Germany",2023,46,"55-59","Female","236","e"
"Statistik der Sterbefälle","Germany",2023,46,"60-64","Male","689","e"
"Statistik der Sterbefälle","Germany",2023,46,"60-64","Female","390","e"
"Statistik der Sterbefälle","Germany",2023,46,"65-69","Male","913","e"
"Statistik der Sterbefälle","Germany",2023,46,"65-69","Female","516","e"
"Statistik der Sterbefälle","Germany",2023,46,"70-74","Male","1177","e"
"Statistik der Sterbefälle","Germany",2023,46,"70-74","Female","789","e"
"Statistik der Sterbefälle","Germany",2023,46,"75-79","Male","1254","e"
"Statistik der Sterbefälle","Germany",2023,46,"75-79","Female","908","e"
"Statistik der Sterbefälle","Germany",2023,46,"80-84","Male","2093","e"
"Statistik der Sterbefälle","Germany",2023,46,"80-84","Female","1850","e"
"Statistik der Sterbefälle","Germany",2023,46,"85-89","Male","2019","e"
"Statistik der Sterbefälle","Germany",2023,46,"85-89","Female","2475","e"
"Statistik der Sterbefälle","Germany",2023,46,"90-94","Male","1075","e"
"Statistik der Sterbefälle","Germany",2023,46,"90-94","Female","1868","e"
"Statistik der Sterbefälle","Germany",2023,46,"95+","Male","338","e"
"Statistik der Sterbefälle","Germany",2023,46,"95+","Female","926","e"
"Statistik der Sterbefälle","Germany",2023,47,"0-29","Male","87","e"
"Statistik der Sterbefälle","Germany",2023,47,"0-29","Female","62","e"
"Statistik der Sterbefälle","Germany",2023,47,"30-34","Male","36","e"
"Statistik der Sterbefälle","Germany",2023,47,"30-34","Female","15","e"
"Statistik der Sterbefälle","Germany",2023,47,"35-39","Male","50","e"
"Statistik der Sterbefälle","Germany",2023,47,"35-39","Female","32","e"
"Statistik der Sterbefälle","Germany",2023,47,"40-44","Male","91","e"
"Statistik der Sterbefälle","Germany",2023,47,"40-44","Female","40","e"
"Statistik der Sterbefälle","Germany",2023,47,"45-49","Male","120","e"
"Statistik der Sterbefälle","Germany",2023,47,"45-49","Female","69","e"
"Statistik der Sterbefälle","Germany",2023,47,"50-54","Male","226","e"
"Statistik der Sterbefälle","Germany",2023,47,"50-54","Female","123","e"
"Statistik der Sterbefälle","Germany",2023,47,"55-59","Male","444","e"
"Statistik der Sterbefälle","Germany",2023,47,"55-59","Female","265","e"
"Statistik der Sterbefälle","Germany",2023,47,"60-64","Male","697","e"
"Statistik der Sterbefälle","Germany",2023,47,"60-64","Female","395","e"
"Statistik der Sterbefälle","Germany",2023,47,"65-69","Male","921","e"
"Statistik der Sterbefälle","Germany",2023,47,"65-69","Female","525","e"
"Statistik der Sterbefälle","Germany",2023,47,"70-74","Male","1113","e"
"Statistik der Sterbefälle","Germany",2023,47,"70-74","Female","774","e"
"Statistik der Sterbefälle","Germany",2023,47,"75-79","Male","1294","e"
"Statistik der Sterbefälle","Germany",2023,47,"75-79","Female","945","e"
"Statistik der Sterbefälle","Germany",2023,47,"80-84","Male","2090","e"
"Statistik der Sterbefälle","Germany",2023,47,"80-84","Female","1921","e"
"Statistik der Sterbefälle","Germany",2023,47,"85-89","Male","2062","e"
"Statistik der Sterbefälle","Germany",2023,47,"85-89","Female","2497","e"
"Statistik der Sterbefälle","Germany",2023,47,"90-94","Male","1071","e"
"Statistik der Sterbefälle","Germany",2023,47,"90-94","Female","1831","e"
"Statistik der Sterbefälle","Germany",2023,47,"95+","Male","318","e"
"Statistik der Sterbefälle","Germany",2023,47,"95+","Female","985","e"
"Statistik der Sterbefälle","Germany",2023,48,"0-29","Male","101","e"
"Statistik der Sterbefälle","Germany",2023,48,"0-29","Female","46","e"
"Statistik der Sterbefälle","Germany",2023,48,"30-34","Male","36","e"
"Statistik der Sterbefälle","Germany",2023,48,"30-34","Female","19","e"
"Statistik der Sterbefälle","Germany",2023,48,"35-39","Male","44","e"
"Statistik der Sterbefälle","Germany",2023,48,"35-39","Female","27","e"
"Statistik der Sterbefälle","Germany",2023,48,"40-44","Male","96","e"
"Statistik der Sterbefälle","Germany",2023,48,"40-44","Female","44","e"
"Statistik der Sterbefälle","Germany",2023,48,"45-49","Male","123","e"
"Statistik der Sterbefälle","Germany",2023,48,"45-49","Female","70","e"
"Statistik der Sterbefälle","Germany",2023,48,"50-54","Male","233","e"
"Statistik der Sterbefälle","Germany",2023,48,"50-54","Female","134","e"
"Statistik der Sterbefälle","Germany",2023,48,"55-59","Male","450","e"
"Statistik der Sterbefälle","Germany",2023,48,"55-59","Female","252","e"
"Statistik der Sterbefälle","Germany",2023,48,"60-64","Male","787","e"
"Statistik der Sterbefälle","Germany",2023,48,"60-64","Female","407","e"
"Statistik der Sterbefälle","Germany",2023,48,"65-69","Male","983","e"
"Statistik der Sterbefälle","Germany",2023,48,"65-69","Female","543","e"
"Statistik der Sterbefälle","Germany",2023,48,"70-74","Male","1238","e"
"Statistik der Sterbefälle","Germany",2023,48,"70-74","Female","837","e"
"Statistik der Sterbefälle","Germany",2023,48,"75-79","Male","1287","e"
"Statistik der Sterbefälle","Germany",2023,48,"75-79","Female","981","e"
"Statistik der Sterbefälle","Germany",2023,48,"80-84","Male","2112","e"
"Statistik der Sterbefälle","Germany",2023,48,"80-84","Female","1937","e"
"Statistik der Sterbefälle","Germany",2023,48,"85-89","Male","2184","e"
"Statistik der Sterbefälle","Germany",2023,48,"85-89","Female","2668","e"
"Statistik der Sterbefälle","Germany",2023,48,"90-94","Male","1151","e"
"Statistik der Sterbefälle","Germany",2023,48,"90-94","Female","1844","e"
"Statistik der Sterbefälle","Germany",2023,48,"95+","Male","353","e"
"Statistik der Sterbefälle","Germany",2023,48,"95+","Female","1071","e"
"Statistik der Sterbefälle","Germany",2023,49,"0-29","Male","111","e"
"Statistik der Sterbefälle","Germany",2023,49,"0-29","Female","50","e"
"Statistik der Sterbefälle","Germany",2023,49,"30-34","Male","35","e"
"Statistik der Sterbefälle","Germany",2023,49,"30-34","Female","20","e"
"Statistik der Sterbefälle","Germany",2023,49,"35-39","Male","65","e"
"Statistik der Sterbefälle","Germany",2023,49,"35-39","Female","27","e"
"Statistik der Sterbefälle","Germany",2023,49,"40-44","Male","84","e"
"Statistik der Sterbefälle","Germany",2023,49,"40-44","Female","54","e"
"Statistik der Sterbefälle","Germany",2023,49,"45-49","Male","137","e"
"Statistik der Sterbefälle","Germany",2023,49,"45-49","Female","81","e"
"Statistik der Sterbefälle","Germany",2023,49,"50-54","Male","246","e"
"Statistik der Sterbefälle","Germany",2023,49,"50-54","Female","122","e"
"Statistik der Sterbefälle","Germany",2023,49,"55-59","Male","424","e"
