"statistic","country","year","week","age","sex","deaths","quality"
"Statistik der Sterbefälle","Germany",2015,19,"75-79","Male","1487","e"
"Statistik der Sterbefälle","Germany",2015,19,"75-79","Female","1137","e"
"Statistik der Sterbefälle","Germany",2015,19,"80-84","Male","1327","e"
"Statistik der Sterbefälle","Germany",2015,19,"80-84","Female","1409","e"
"Statistik der Sterbefälle","Germany",2015,19,"85-89","Male","1262","e"
"Statistik der Sterbefälle","Germany",2015,19,"85-89","Female","1985","e"
"Statistik der Sterbefälle","Germany",2015,19,"90-94","Male","592","e"
"Statistik der Sterbefälle","Germany",2015,19,"90-94","Female","1793","e"
"Statistik der Sterbefälle","Germany",2015,19,"95+","Male","119","e"
"Statistik der Sterbefälle","Germany",2015,19,"95+","Female","545","e"
"Statistik der Sterbefälle","Germany",2015,20,"0-29","Male","104","e"
"Statistik der Sterbefälle","Germany",2015,20,"0-29","Female","59","e"
"Statistik der Sterbefälle","Germany",2015,20,"30-34","Male","42","e"
"Statistik der Sterbefälle","Germany",2015,20,"30-34","Female","15","e"
"Statistik der Sterbefälle","Germany",2015,20,"35-39","Male","57","e"
"Statistik der Sterbefälle","Germany",2015,20,"35-39","Female","21","e"
"Statistik der Sterbefälle","Germany",2015,20,"40-44","Male","94","e"
"Statistik der Sterbefälle","Germany",2015,20,"40-44","Female","62","e"
"Statistik der Sterbefälle","Germany",2015,20,"45-49","Male","152","e"
"Statistik der Sterbefälle","Germany",2015,20,"45-49","Female","90","e"
"Statistik der Sterbefälle","Germany",2015,20,"50-54","Male","287","e"
"Statistik der Sterbefälle","Germany",2015,20,"50-54","Female","159","e"
"Statistik der Sterbefälle","Germany",2015,20,"55-59","Male","457","e"
"Statistik der Sterbefälle","Germany",2015,20,"55-59","Female","229","e"
"Statistik der Sterbefälle","Germany",2015,20,"60-64","Male","586","e"
"Statistik der Sterbefälle","Germany",2015,20,"60-64","Female","339","e"
"Statistik der Sterbefälle","Germany",2015,20,"65-69","Male","664","e"
"Statistik der Sterbefälle","Germany",2015,20,"65-69","Female","375","e"
"Statistik der Sterbefälle","Germany",2015,20,"70-74","Male","1073","e"
"Statistik der Sterbefälle","Germany",2015,20,"70-74","Female","626","e"
"Statistik der Sterbefälle","Germany",2015,20,"75-79","Male","1396","e"
"Statistik der Sterbefälle","Germany",2015,20,"75-79","Female","1098","e"
"Statistik der Sterbefälle","Germany",2015,20,"80-84","Male","1388","e"
"Statistik der Sterbefälle","Germany",2015,20,"80-84","Female","1392","e"
"Statistik der Sterbefälle","Germany",2015,20,"85-89","Male","1208","e"
"Statistik der Sterbefälle","Germany",2015,20,"85-89","Female","1868","e"
"Statistik der Sterbefälle","Germany",2015,20,"90-94","Male","576","e"
"Statistik der Sterbefälle","Germany",2015,20,"90-94","Female","1598","e"
"Statistik der Sterbefälle","Germany",2015,20,"95+","Male","120","e"
"Statistik der Sterbefälle","Germany",2015,20,"95+","Female","597","e"
"Statistik der Sterbefälle","Germany",2015,21,"0-29","Male","93","e"
"Statistik der Sterbefälle","Germany",2015,21,"0-29","Female","54","e"
"Statistik der Sterbefälle","Germany",2015,21,"30-34","Male","34","e"
"Statistik der Sterbefälle","Germany",2015,21,"30-34","Female","12","e"
"Statistik der Sterbefälle","Germany",2015,21,"35-39","Male","41","e"
"Statistik der Sterbefälle","Germany",2015,21,"35-39","Female","15","e"
"Statistik der Sterbefälle","Germany",2015,21,"40-44","Male","80","e"
"Statistik der Sterbefälle","Germany",2015,21,"40-44","Female","34","e"
"Statistik der Sterbefälle","Germany",2015,21,"45-49","Male","168","e"
"Statistik der Sterbefälle","Germany",2015,21,"45-49","Female","84","e"
"Statistik der Sterbefälle","Germany",2015,21,"50-54","Male","314","e"
"Statistik der Sterbefälle","Germany",2015,21,"50-54","Female","150","e"
"Statistik der Sterbefälle","Germany",2015,21,"55-59","Male","451","e"
"Statistik der Sterbefälle","Germany",2015,21,"55-59","Female","211","e"
"Statistik der Sterbefälle","Germany",2015,21,"60-64","Male","567","e"
"Statistik der Sterbefälle","Germany",2015,21,"60-64","Female","303","e"
"Statistik der Sterbefälle","Germany",2015,21,"65-69","Male","624","e"
"Statistik der Sterbefälle","Germany",2015,21,"65-69","Female","368","e"
"Statistik der Sterbefälle","Germany",2015,21,"70-74","Male","991","e"
"Statistik der Sterbefälle","Germany",2015,21,"70-74","Female","583","e"
"Statistik der Sterbefälle","Germany",2015,21,"75-79","Male","1465","e"
"Statistik der Sterbefälle","Germany",2015,21,"75-79","Female","1103","e"
"Statistik der Sterbefälle","Germany",2015,21,"80-84","Male","1342","e"
"Statistik der Sterbefälle","Germany",2015,21,"80-84","Female","1361","e"
"Statistik der Sterbefälle","Germany",2015,21,"85-89","Male","1229","e"
"Statistik der Sterbefälle","Germany",2015,21,"85-89","Female","1867","e"
"Statistik der Sterbefälle","Germany",2015,21,"90-94","Male","590","e"
"Statistik der Sterbefälle","Germany",2015,21,"90-94","Female","1534","e"
"Statistik der Sterbefälle","Germany",2015,21,"95+","Male","124","e"
"Statistik der Sterbefälle","Germany",2015,21,"95+","Female","538","e"
"Statistik der Sterbefälle","Germany",2015,22,"0-29","Male","86","e"
"Statistik der Sterbefälle","Germany",2015,22,"0-29","Female","54","e"
"Statistik der Sterbefälle","Germany",2015,22,"30-34","Male","30","e"
"Statistik der Sterbefälle","Germany",2015,22,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2015,22,"35-39","Male","45","e"
"Statistik der Sterbefälle","Germany",2015,22,"35-39","Female","14","e"
"Statistik der Sterbefälle","Germany",2015,22,"40-44","Male","68","e"
"Statistik der Sterbefälle","Germany",2015,22,"40-44","Female","34","e"
"Statistik der Sterbefälle","Germany",2015,22,"45-49","Male","161","e"
"Statistik der Sterbefälle","Germany",2015,22,"45-49","Female","95","e"
"Statistik der Sterbefälle","Germany",2015,22,"50-54","Male","312","e"
"Statistik der Sterbefälle","Germany",2015,22,"50-54","Female","158","e"
"Statistik der Sterbefälle","Germany",2015,22,"55-59","Male","466","e"
"Statistik der Sterbefälle","Germany",2015,22,"55-59","Female","203","e"
"Statistik der Sterbefälle","Germany",2015,22,"60-64","Male","590","e"
"Statistik der Sterbefälle","Germany",2015,22,"60-64","Female","281","e"
"Statistik der Sterbefälle","Germany",2015,22,"65-69","Male","589","e"
"Statistik der Sterbefälle","Germany",2015,22,"65-69","Female","329","e"
"Statistik der Sterbefälle","Germany",2015,22,"70-74","Male","1026","e"
"Statistik der Sterbefälle","Germany",2015,22,"70-74","Female","593","e"
"Statistik der Sterbefälle","Germany",2015,22,"75-79","Male","1511","e"
"Statistik der Sterbefälle","Germany",2015,22,"75-79","Female","1102","e"
"Statistik der Sterbefälle","Germany",2015,22,"80-84","Male","1335","e"
"Statistik der Sterbefälle","Germany",2015,22,"80-84","Female","1313","e"
"Statistik der Sterbefälle","Germany",2015,22,"85-89","Male","1145","e"
"Statistik der Sterbefälle","Germany",2015,22,"85-89","Female","1797","e"
"Statistik der Sterbefälle","Germany",2015,22,"90-94","Male","567","e"
"Statistik der Sterbefälle","Germany",2015,22,"90-94","Female","1627","e"
"Statistik der Sterbefälle","Germany",2015,22,"95+","Male","127","e"
"Statistik der Sterbefälle","Germany",2015,22,"95+","Female","525","e"
"Statistik der Sterbefälle","Germany",2015,23,"0-29","Male","105","e"
"Statistik der Sterbefälle","Germany",2015,23,"0-29","Female","52","e"
"Statistik der Sterbefälle","Germany",2015,23,"30-34","Male","41","e"
"Statistik der Sterbefälle","Germany",2015,23,"30-34","Female","21","e"
"Statistik der Sterbefälle","Germany",2015,23,"35-39","Male","36","e"
"Statistik der Sterbefälle","Germany",2015,23,"35-39","Female","27","e"
"Statistik der Sterbefälle","Germany",2015,23,"40-44","Male","89","e"
"Statistik der Sterbefälle","Germany",2015,23,"40-44","Female","35","e"
"Statistik der Sterbefälle","Germany",2015,23,"45-49","Male","174","e"
"Statistik der Sterbefälle","Germany",2015,23,"45-49","Female","80","e"
"Statistik der Sterbefälle","Germany",2015,23,"50-54","Male","315","e"
"Statistik der Sterbefälle","Germany",2015,23,"50-54","Female","148","e"
"Statistik der Sterbefälle","Germany",2015,23,"55-59","Male","439","e"
"Statistik der Sterbefälle","Germany",2015,23,"55-59","Female","236","e"
"Statistik der Sterbefälle","Germany",2015,23,"60-64","Male","641","e"
"Statistik der Sterbefälle","Germany",2015,23,"60-64","Female","319","e"
"Statistik der Sterbefälle","Germany",2015,23,"65-69","Male","618","e"
"Statistik der Sterbefälle","Germany",2015,23,"65-69","Female","398","e"
"Statistik der Sterbefälle","Germany",2015,23,"70-74","Male","965","e"
"Statistik der Sterbefälle","Germany",2015,23,"70-74","Female","612","e"
"Statistik der Sterbefälle","Germany",2015,23,"75-79","Male","1498","e"
"Statistik der Sterbefälle","Germany",2015,23,"75-79","Female","1111","e"
"Statistik der Sterbefälle","Germany",2015,23,"80-84","Male","1381","e"
"Statistik der Sterbefälle","Germany",2015,23,"80-84","Female","1388","e"
"Statistik der Sterbefälle","Germany",2015,23,"85-89","Male","1264","e"
"Statistik der Sterbefälle","Germany",2015,23,"85-89","Female","1918","e"
"Statistik der Sterbefälle","Germany",2015,23,"90-94","Male","588","e"
"Statistik der Sterbefälle","Germany",2015,23,"90-94","Female","1601","e"
"Statistik der Sterbefälle","Germany",2015,23,"95+","Male","139","e"
"Statistik der Sterbefälle","Germany",2015,23,"95+","Female","538","e"
"Statistik der Sterbefälle","Germany",2015,24,"0-29","Male","108","e"
"Statistik der Sterbefälle","Germany",2015,24,"0-29","Female","53","e"
"Statistik der Sterbefälle","Germany",2015,24,"30-34","Male","40","e"
"Statistik der Sterbefälle","Germany",2015,24,"30-34","Female","8","e"
"Statistik der Sterbefälle","Germany",2015,24,"35-39","Male","36","e"
"Statistik der Sterbefälle","Germany",2015,24,"35-39","Female","25","e"
"Statistik der Sterbefälle","Germany",2015,24,"40-44","Male","84","e"
"Statistik der Sterbefälle","Germany",2015,24,"40-44","Female","40","e"
"Statistik der Sterbefälle","Germany",2015,24,"45-49","Male","170","e"
"Statistik der Sterbefälle","Germany",2015,24,"45-49","Female","92","e"
"Statistik der Sterbefälle","Germany",2015,24,"50-54","Male","302","e"
"Statistik der Sterbefälle","Germany",2015,24,"50-54","Female","167","e"
"Statistik der Sterbefälle","Germany",2015,24,"55-59","Male","446","e"
"Statistik der Sterbefälle","Germany",2015,24,"55-59","Female","204","e"
"Statistik der Sterbefälle","Germany",2015,24,"60-64","Male","579","e"
"Statistik der Sterbefälle","Germany",2015,24,"60-64","Female","315","e"
"Statistik der Sterbefälle","Germany",2015,24,"65-69","Male","704","e"
"Statistik der Sterbefälle","Germany",2015,24,"65-69","Female","366","e"
"Statistik der Sterbefälle","Germany",2015,24,"70-74","Male","950","e"
"Statistik der Sterbefälle","Germany",2015,24,"70-74","Female","636","e"
"Statistik der Sterbefälle","Germany",2015,24,"75-79","Male","1445","e"
"Statistik der Sterbefälle","Germany",2015,24,"75-79","Female","1038","e"
"Statistik der Sterbefälle","Germany",2015,24,"80-84","Male","1315","e"
"Statistik der Sterbefälle","Germany",2015,24,"80-84","Female","1312","e"
"Statistik der Sterbefälle","Germany",2015,24,"85-89","Male","1159","e"
"Statistik der Sterbefälle","Germany",2015,24,"85-89","Female","1809","e"
"Statistik der Sterbefälle","Germany",2015,24,"90-94","Male","603","e"
"Statistik der Sterbefälle","Germany",2015,24,"90-94","Female","1579","e"
"Statistik der Sterbefälle","Germany",2015,24,"95+","Male","121","e"
"Statistik der Sterbefälle","Germany",2015,24,"95+","Female","566","e"
"Statistik der Sterbefälle","Germany",2015,25,"0-29","Male","99","e"
"Statistik der Sterbefälle","Germany",2015,25,"0-29","Female","57","e"
"Statistik der Sterbefälle","Germany",2015,25,"30-34","Male","37","e"
"Statistik der Sterbefälle","Germany",2015,25,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2015,25,"35-39","Male","38","e"
"Statistik der Sterbefälle","Germany",2015,25,"35-39","Female","20","e"
"Statistik der Sterbefälle","Germany",2015,25,"40-44","Male","61","e"
"Statistik der Sterbefälle","Germany",2015,25,"40-44","Female","36","e"
"Statistik der Sterbefälle","Germany",2015,25,"45-49","Male","148","e"
"Statistik der Sterbefälle","Germany",2015,25,"45-49","Female","99","e"
"Statistik der Sterbefälle","Germany",2015,25,"50-54","Male","317","e"
"Statistik der Sterbefälle","Germany",2015,25,"50-54","Female","165","e"
"Statistik der Sterbefälle","Germany",2015,25,"55-59","Male","417","e"
"Statistik der Sterbefälle","Germany",2015,25,"55-59","Female","212","e"
"Statistik der Sterbefälle","Germany",2015,25,"60-64","Male","585","e"
"Statistik der Sterbefälle","Germany",2015,25,"60-64","Female","289","e"
"Statistik der Sterbefälle","Germany",2015,25,"65-69","Male","644","e"
"Statistik der Sterbefälle","Germany",2015,25,"65-69","Female","416","e"
"Statistik der Sterbefälle","Germany",2015,25,"70-74","Male","901","e"
"Statistik der Sterbefälle","Germany",2015,25,"70-74","Female","600","e"
"Statistik der Sterbefälle","Germany",2015,25,"75-79","Male","1325","e"
"Statistik der Sterbefälle","Germany",2015,25,"75-79","Female","1020","e"
"Statistik der Sterbefälle","Germany",2015,25,"80-84","Male","1329","e"
"Statistik der Sterbefälle","Germany",2015,25,"80-84","Female","1320","e"
"Statistik der Sterbefälle","Germany",2015,25,"85-89","Male","1146","e"
"Statistik der Sterbefälle","Germany",2015,25,"85-89","Female","1709","e"
"Statistik der Sterbefälle","Germany",2015,25,"90-94","Male","513","e"
"Statistik der Sterbefälle","Germany",2015,25,"90-94","Female","1485","e"
"Statistik der Sterbefälle","Germany",2015,25,"95+","Male","143","e"
"Statistik der Sterbefälle","Germany",2015,25,"95+","Female","472","e"
"Statistik der Sterbefälle","Germany",2015,26,"0-29","Male","101","e"
"Statistik der Sterbefälle","Germany",2015,26,"0-29","Female","63","e"
"Statistik der Sterbefälle","Germany",2015,26,"30-34","Male","31","e"
"Statistik der Sterbefälle","Germany",2015,26,"30-34","Female","23","e"
"Statistik der Sterbefälle","Germany",2015,26,"35-39","Male","54","e"
"Statistik der Sterbefälle","Germany",2015,26,"35-39","Female","27","e"
"Statistik der Sterbefälle","Germany",2015,26,"40-44","Male","69","e"
"Statistik der Sterbefälle","Germany",2015,26,"40-44","Female","46","e"
"Statistik der Sterbefälle","Germany",2015,26,"45-49","Male","170","e"
"Statistik der Sterbefälle","Germany",2015,26,"45-49","Female","111","e"
"Statistik der Sterbefälle","Germany",2015,26,"50-54","Male","275","e"
"Statistik der Sterbefälle","Germany",2015,26,"50-54","Female","154","e"
"Statistik der Sterbefälle","Germany",2015,26,"55-59","Male","396","e"
"Statistik der Sterbefälle","Germany",2015,26,"55-59","Female","204","e"
"Statistik der Sterbefälle","Germany",2015,26,"60-64","Male","576","e"
"Statistik der Sterbefälle","Germany",2015,26,"60-64","Female","327","e"
"Statistik der Sterbefälle","Germany",2015,26,"65-69","Male","666","e"
"Statistik der Sterbefälle","Germany",2015,26,"65-69","Female","400","e"
"Statistik der Sterbefälle","Germany",2015,26,"70-74","Male","1041","e"
"Statistik der Sterbefälle","Germany",2015,26,"70-74","Female","608","e"
"Statistik der Sterbefälle","Germany",2015,26,"75-79","Male","1381","e"
"Statistik der Sterbefälle","Germany",2015,26,"75-79","Female","1114","e"
"Statistik der Sterbefälle","Germany",2015,26,"80-84","Male","1318","e"
"Statistik der Sterbefälle","Germany",2015,26,"80-84","Female","1396","e"
"Statistik der Sterbefälle","Germany",2015,26,"85-89","Male","1179","e"
"Statistik der Sterbefälle","Germany",2015,26,"85-89","Female","1700","e"
"Statistik der Sterbefälle","Germany",2015,26,"90-94","Male","560","e"
"Statistik der Sterbefälle","Germany",2015,26,"90-94","Female","1483","e"
"Statistik der Sterbefälle","Germany",2015,26,"95+","Male","109","e"
"Statistik der Sterbefälle","Germany",2015,26,"95+","Female","570","e"
"Statistik der Sterbefälle","Germany",2015,27,"0-29","Male","116","e"
"Statistik der Sterbefälle","Germany",2015,27,"0-29","Female","61","e"
"Statistik der Sterbefälle","Germany",2015,27,"30-34","Male","40","e"
"Statistik der Sterbefälle","Germany",2015,27,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2015,27,"35-39","Male","54","e"
"Statistik der Sterbefälle","Germany",2015,27,"35-39","Female","27","e"
"Statistik der Sterbefälle","Germany",2015,27,"40-44","Male","81","e"
"Statistik der Sterbefälle","Germany",2015,27,"40-44","Female","50","e"
"Statistik der Sterbefälle","Germany",2015,27,"45-49","Male","190","e"
"Statistik der Sterbefälle","Germany",2015,27,"45-49","Female","112","e"
"Statistik der Sterbefälle","Germany",2015,27,"50-54","Male","347","e"
"Statistik der Sterbefälle","Germany",2015,27,"50-54","Female","163","e"
"Statistik der Sterbefälle","Germany",2015,27,"55-59","Male","472","e"
"Statistik der Sterbefälle","Germany",2015,27,"55-59","Female","240","e"
"Statistik der Sterbefälle","Germany",2015,27,"60-64","Male","688","e"
"Statistik der Sterbefälle","Germany",2015,27,"60-64","Female","351","e"
"Statistik der Sterbefälle","Germany",2015,27,"65-69","Male","764","e"
"Statistik der Sterbefälle","Germany",2015,27,"65-69","Female","425","e"
"Statistik der Sterbefälle","Germany",2015,27,"70-74","Male","1082","e"
"Statistik der Sterbefälle","Germany",2015,27,"70-74","Female","698","e"
"Statistik der Sterbefälle","Germany",2015,27,"75-79","Male","1642","e"
"Statistik der Sterbefälle","Germany",2015,27,"75-79","Female","1219","e"
"Statistik der Sterbefälle","Germany",2015,27,"80-84","Male","1676","e"
"Statistik der Sterbefälle","Germany",2015,27,"80-84","Female","1623","e"
"Statistik der Sterbefälle","Germany",2015,27,"85-89","Male","1453","e"
"Statistik der Sterbefälle","Germany",2015,27,"85-89","Female","2240","e"
"Statistik der Sterbefälle","Germany",2015,27,"90-94","Male","675","e"
"Statistik der Sterbefälle","Germany",2015,27,"90-94","Female","1928","e"
"Statistik der Sterbefälle","Germany",2015,27,"95+","Male","161","e"
"Statistik der Sterbefälle","Germany",2015,27,"95+","Female","658","e"
"Statistik der Sterbefälle","Germany",2015,28,"0-29","Male","99","e"
"Statistik der Sterbefälle","Germany",2015,28,"0-29","Female","61","e"
"Statistik der Sterbefälle","Germany",2015,28,"30-34","Male","41","e"
"Statistik der Sterbefälle","Germany",2015,28,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2015,28,"35-39","Male","44","e"
"Statistik der Sterbefälle","Germany",2015,28,"35-39","Female","28","e"
"Statistik der Sterbefälle","Germany",2015,28,"40-44","Male","83","e"
"Statistik der Sterbefälle","Germany",2015,28,"40-44","Female","39","e"
"Statistik der Sterbefälle","Germany",2015,28,"45-49","Male","155","e"
"Statistik der Sterbefälle","Germany",2015,28,"45-49","Female","88","e"
"Statistik der Sterbefälle","Germany",2015,28,"50-54","Male","302","e"
"Statistik der Sterbefälle","Germany",2015,28,"50-54","Female","198","e"
"Statistik der Sterbefälle","Germany",2015,28,"55-59","Male","480","e"
"Statistik der Sterbefälle","Germany",2015,28,"55-59","Female","214","e"
"Statistik der Sterbefälle","Germany",2015,28,"60-64","Male","590","e"
"Statistik der Sterbefälle","Germany",2015,28,"60-64","Female","281","e"
"Statistik der Sterbefälle","Germany",2015,28,"65-69","Male","675","e"
"Statistik der Sterbefälle","Germany",2015,28,"65-69","Female","390","e"
"Statistik der Sterbefälle","Germany",2015,28,"70-74","Male","1093","e"
"Statistik der Sterbefälle","Germany",2015,28,"70-74","Female","680","e"
"Statistik der Sterbefälle","Germany",2015,28,"75-79","Male","1524","e"
"Statistik der Sterbefälle","Germany",2015,28,"75-79","Female","1096","e"
"Statistik der Sterbefälle","Germany",2015,28,"80-84","Male","1428","e"
"Statistik der Sterbefälle","Germany",2015,28,"80-84","Female","1434","e"
"Statistik der Sterbefälle","Germany",2015,28,"85-89","Male","1269","e"
"Statistik der Sterbefälle","Germany",2015,28,"85-89","Female","2006","e"
"Statistik der Sterbefälle","Germany",2015,28,"90-94","Male","621","e"
"Statistik der Sterbefälle","Germany",2015,28,"90-94","Female","1717","e"
"Statistik der Sterbefälle","Germany",2015,28,"95+","Male","125","e"
"Statistik der Sterbefälle","Germany",2015,28,"95+","Female","583","e"
"Statistik der Sterbefälle","Germany",2015,29,"0-29","Male","94","e"
"Statistik der Sterbefälle","Germany",2015,29,"0-29","Female","47","e"
"Statistik der Sterbefälle","Germany",2015,29,"30-34","Male","40","e"
"Statistik der Sterbefälle","Germany",2015,29,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2015,29,"35-39","Male","38","e"
"Statistik der Sterbefälle","Germany",2015,29,"35-39","Female","28","e"
"Statistik der Sterbefälle","Germany",2015,29,"40-44","Male","71","e"
"Statistik der Sterbefälle","Germany",2015,29,"40-44","Female","38","e"
"Statistik der Sterbefälle","Germany",2015,29,"45-49","Male","161","e"
"Statistik der Sterbefälle","Germany",2015,29,"45-49","Female","88","e"
"Statistik der Sterbefälle","Germany",2015,29,"50-54","Male","316","e"
"Statistik der Sterbefälle","Germany",2015,29,"50-54","Female","169","e"
"Statistik der Sterbefälle","Germany",2015,29,"55-59","Male","453","e"
"Statistik der Sterbefälle","Germany",2015,29,"55-59","Female","238","e"
"Statistik der Sterbefälle","Germany",2015,29,"60-64","Male","581","e"
"Statistik der Sterbefälle","Germany",2015,29,"60-64","Female","308","e"
"Statistik der Sterbefälle","Germany",2015,29,"65-69","Male","638","e"
"Statistik der Sterbefälle","Germany",2015,29,"65-69","Female","356","e"
"Statistik der Sterbefälle","Germany",2015,29,"70-74","Male","993","e"
"Statistik der Sterbefälle","Germany",2015,29,"70-74","Female","618","e"
"Statistik der Sterbefälle","Germany",2015,29,"75-79","Male","1437","e"
"Statistik der Sterbefälle","Germany",2015,29,"75-79","Female","1096","e"
"Statistik der Sterbefälle","Germany",2015,29,"80-84","Male","1335","e"
"Statistik der Sterbefälle","Germany",2015,29,"80-84","Female","1406","e"
"Statistik der Sterbefälle","Germany",2015,29,"85-89","Male","1156","e"
"Statistik der Sterbefälle","Germany",2015,29,"85-89","Female","1837","e"
"Statistik der Sterbefälle","Germany",2015,29,"90-94","Male","587","e"
"Statistik der Sterbefälle","Germany",2015,29,"90-94","Female","1567","e"
"Statistik der Sterbefälle","Germany",2015,29,"95+","Male","143","e"
"Statistik der Sterbefälle","Germany",2015,29,"95+","Female","592","e"
"Statistik der Sterbefälle","Germany",2015,30,"0-29","Male","97","e"
"Statistik der Sterbefälle","Germany",2015,30,"0-29","Female","50","e"
"Statistik der Sterbefälle","Germany",2015,30,"30-34","Male","37","e"
"Statistik der Sterbefälle","Germany",2015,30,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2015,30,"35-39","Male","48","e"
"Statistik der Sterbefälle","Germany",2015,30,"35-39","Female","20","e"
"Statistik der Sterbefälle","Germany",2015,30,"40-44","Male","76","e"
"Statistik der Sterbefälle","Germany",2015,30,"40-44","Female","36","e"
"Statistik der Sterbefälle","Germany",2015,30,"45-49","Male","166","e"
"Statistik der Sterbefälle","Germany",2015,30,"45-49","Female","96","e"
"Statistik der Sterbefälle","Germany",2015,30,"50-54","Male","282","e"
"Statistik der Sterbefälle","Germany",2015,30,"50-54","Female","145","e"
"Statistik der Sterbefälle","Germany",2015,30,"55-59","Male","392","e"
"Statistik der Sterbefälle","Germany",2015,30,"55-59","Female","223","e"
"Statistik der Sterbefälle","Germany",2015,30,"60-64","Male","587","e"
"Statistik der Sterbefälle","Germany",2015,30,"60-64","Female","315","e"
"Statistik der Sterbefälle","Germany",2015,30,"65-69","Male","632","e"
"Statistik der Sterbefälle","Germany",2015,30,"65-69","Female","368","e"
"Statistik der Sterbefälle","Germany",2015,30,"70-74","Male","998","e"
"Statistik der Sterbefälle","Germany",2015,30,"70-74","Female","595","e"
"Statistik der Sterbefälle","Germany",2015,30,"75-79","Male","1428","e"
"Statistik der Sterbefälle","Germany",2015,30,"75-79","Female","1098","e"
"Statistik der Sterbefälle","Germany",2015,30,"80-84","Male","1388","e"
"Statistik der Sterbefälle","Germany",2015,30,"80-84","Female","1400","e"
"Statistik der Sterbefälle","Germany",2015,30,"85-89","Male","1147","e"
"Statistik der Sterbefälle","Germany",2015,30,"85-89","Female","1813","e"
"Statistik der Sterbefälle","Germany",2015,30,"90-94","Male","560","e"
"Statistik der Sterbefälle","Germany",2015,30,"90-94","Female","1535","e"
"Statistik der Sterbefälle","Germany",2015,30,"95+","Male","150","e"
"Statistik der Sterbefälle","Germany",2015,30,"95+","Female","574","e"
"Statistik der Sterbefälle","Germany",2015,31,"0-29","Male","99","e"
"Statistik der Sterbefälle","Germany",2015,31,"0-29","Female","58","e"
"Statistik der Sterbefälle","Germany",2015,31,"30-34","Male","29","e"
"Statistik der Sterbefälle","Germany",2015,31,"30-34","Female","12","e"
"Statistik der Sterbefälle","Germany",2015,31,"35-39","Male","49","e"
"Statistik der Sterbefälle","Germany",2015,31,"35-39","Female","23","e"
"Statistik der Sterbefälle","Germany",2015,31,"40-44","Male","73","e"
"Statistik der Sterbefälle","Germany",2015,31,"40-44","Female","41","e"
"Statistik der Sterbefälle","Germany",2015,31,"45-49","Male","138","e"
"Statistik der Sterbefälle","Germany",2015,31,"45-49","Female","77","e"
"Statistik der Sterbefälle","Germany",2015,31,"50-54","Male","261","e"
"Statistik der Sterbefälle","Germany",2015,31,"50-54","Female","144","e"
"Statistik der Sterbefälle","Germany",2015,31,"55-59","Male","421","e"
"Statistik der Sterbefälle","Germany",2015,31,"55-59","Female","211","e"
"Statistik der Sterbefälle","Germany",2015,31,"60-64","Male","521","e"
"Statistik der Sterbefälle","Germany",2015,31,"60-64","Female","298","e"
"Statistik der Sterbefälle","Germany",2015,31,"65-69","Male","613","e"
"Statistik der Sterbefälle","Germany",2015,31,"65-69","Female","399","e"
"Statistik der Sterbefälle","Germany",2015,31,"70-74","Male","886","e"
"Statistik der Sterbefälle","Germany",2015,31,"70-74","Female","636","e"
"Statistik der Sterbefälle","Germany",2015,31,"75-79","Male","1364","e"
"Statistik der Sterbefälle","Germany",2015,31,"75-79","Female","1016","e"
"Statistik der Sterbefälle","Germany",2015,31,"80-84","Male","1316","e"
"Statistik der Sterbefälle","Germany",2015,31,"80-84","Female","1351","e"
"Statistik der Sterbefälle","Germany",2015,31,"85-89","Male","1079","e"
"Statistik der Sterbefälle","Germany",2015,31,"85-89","Female","1683","e"
"Statistik der Sterbefälle","Germany",2015,31,"90-94","Male","538","e"
"Statistik der Sterbefälle","Germany",2015,31,"90-94","Female","1438","e"
"Statistik der Sterbefälle","Germany",2015,31,"95+","Male","121","e"
"Statistik der Sterbefälle","Germany",2015,31,"95+","Female","537","e"
"Statistik der Sterbefälle","Germany",2015,32,"0-29","Male","97","e"
"Statistik der Sterbefälle","Germany",2015,32,"0-29","Female","52","e"
"Statistik der Sterbefälle","Germany",2015,32,"30-34","Male","33","e"
"Statistik der Sterbefälle","Germany",2015,32,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2015,32,"35-39","Male","51","e"
"Statistik der Sterbefälle","Germany",2015,32,"35-39","Female","22","e"
"Statistik der Sterbefälle","Germany",2015,32,"40-44","Male","73","e"
"Statistik der Sterbefälle","Germany",2015,32,"40-44","Female","36","e"
"Statistik der Sterbefälle","Germany",2015,32,"45-49","Male","170","e"
"Statistik der Sterbefälle","Germany",2015,32,"45-49","Female","75","e"
"Statistik der Sterbefälle","Germany",2015,32,"50-54","Male","296","e"
"Statistik der Sterbefälle","Germany",2015,32,"50-54","Female","151","e"
"Statistik der Sterbefälle","Germany",2015,32,"55-59","Male","437","e"
"Statistik der Sterbefälle","Germany",2015,32,"55-59","Female","224","e"
"Statistik der Sterbefälle","Germany",2015,32,"60-64","Male","619","e"
"Statistik der Sterbefälle","Germany",2015,32,"60-64","Female","323","e"
