"statistics","state","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Thüringen",2012,"30.03.",2012-03-30,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"31.03.",2012-03-31,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.04.",2012-04-01,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.04.",2012-04-02,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.04.",2012-04-03,93,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.04.",2012-04-04,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.04.",2012-04-05,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.04.",2012-04-06,80,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.04.",2012-04-07,90,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.04.",2012-04-08,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.04.",2012-04-09,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.04.",2012-04-10,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.04.",2012-04-11,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.04.",2012-04-12,80,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.04.",2012-04-13,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.04.",2012-04-14,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.04.",2012-04-15,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.04.",2012-04-16,58,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.04.",2012-04-17,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.04.",2012-04-18,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.04.",2012-04-19,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.04.",2012-04-20,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.04.",2012-04-21,80,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.04.",2012-04-22,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.04.",2012-04-23,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.04.",2012-04-24,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.04.",2012-04-25,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.04.",2012-04-26,96,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.04.",2012-04-27,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.04.",2012-04-28,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.04.",2012-04-29,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.04.",2012-04-30,93,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.05.",2012-05-01,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.05.",2012-05-02,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.05.",2012-05-03,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.05.",2012-05-04,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.05.",2012-05-05,63,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.05.",2012-05-06,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.05.",2012-05-07,60,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.05.",2012-05-08,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.05.",2012-05-09,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.05.",2012-05-10,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.05.",2012-05-11,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.05.",2012-05-12,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.05.",2012-05-13,63,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.05.",2012-05-14,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.05.",2012-05-15,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.05.",2012-05-16,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.05.",2012-05-17,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.05.",2012-05-18,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.05.",2012-05-19,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.05.",2012-05-20,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.05.",2012-05-21,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.05.",2012-05-22,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.05.",2012-05-23,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.05.",2012-05-24,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.05.",2012-05-25,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.05.",2012-05-26,83,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.05.",2012-05-27,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.05.",2012-05-28,61,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.05.",2012-05-29,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.05.",2012-05-30,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"31.05.",2012-05-31,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.06.",2012-06-01,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.06.",2012-06-02,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.06.",2012-06-03,57,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.06.",2012-06-04,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.06.",2012-06-05,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.06.",2012-06-06,63,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.06.",2012-06-07,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.06.",2012-06-08,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.06.",2012-06-09,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.06.",2012-06-10,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.06.",2012-06-11,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.06.",2012-06-12,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.06.",2012-06-13,50,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.06.",2012-06-14,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.06.",2012-06-15,60,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.06.",2012-06-16,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.06.",2012-06-17,55,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.06.",2012-06-18,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.06.",2012-06-19,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.06.",2012-06-20,83,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.06.",2012-06-21,87,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.06.",2012-06-22,57,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.06.",2012-06-23,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.06.",2012-06-24,56,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.06.",2012-06-25,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.06.",2012-06-26,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.06.",2012-06-27,61,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.06.",2012-06-28,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.06.",2012-06-29,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.06.",2012-06-30,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.07.",2012-07-01,92,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.07.",2012-07-02,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.07.",2012-07-03,56,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.07.",2012-07-04,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.07.",2012-07-05,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.07.",2012-07-06,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.07.",2012-07-07,60,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.07.",2012-07-08,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.07.",2012-07-09,55,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.07.",2012-07-10,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.07.",2012-07-11,61,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.07.",2012-07-12,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.07.",2012-07-13,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.07.",2012-07-14,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.07.",2012-07-15,55,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.07.",2012-07-16,60,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.07.",2012-07-17,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.07.",2012-07-18,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.07.",2012-07-19,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.07.",2012-07-20,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.07.",2012-07-21,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.07.",2012-07-22,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.07.",2012-07-23,59,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.07.",2012-07-24,63,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.07.",2012-07-25,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.07.",2012-07-26,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.07.",2012-07-27,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.07.",2012-07-28,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.07.",2012-07-29,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.07.",2012-07-30,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"31.07.",2012-07-31,58,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.08.",2012-08-01,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.08.",2012-08-02,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.08.",2012-08-03,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.08.",2012-08-04,55,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.08.",2012-08-05,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.08.",2012-08-06,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.08.",2012-08-07,51,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.08.",2012-08-08,59,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.08.",2012-08-09,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.08.",2012-08-10,58,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.08.",2012-08-11,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.08.",2012-08-12,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.08.",2012-08-13,63,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.08.",2012-08-14,65,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.08.",2012-08-15,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.08.",2012-08-16,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.08.",2012-08-17,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.08.",2012-08-18,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.08.",2012-08-19,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.08.",2012-08-20,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.08.",2012-08-21,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.08.",2012-08-22,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.08.",2012-08-23,65,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.08.",2012-08-24,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.08.",2012-08-25,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.08.",2012-08-26,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.08.",2012-08-27,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.08.",2012-08-28,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.08.",2012-08-29,65,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.08.",2012-08-30,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"31.08.",2012-08-31,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.09.",2012-09-01,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.09.",2012-09-02,59,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.09.",2012-09-03,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.09.",2012-09-04,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.09.",2012-09-05,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.09.",2012-09-06,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.09.",2012-09-07,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.09.",2012-09-08,65,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.09.",2012-09-09,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.09.",2012-09-10,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.09.",2012-09-11,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.09.",2012-09-12,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.09.",2012-09-13,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.09.",2012-09-14,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.09.",2012-09-15,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.09.",2012-09-16,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.09.",2012-09-17,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.09.",2012-09-18,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.09.",2012-09-19,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.09.",2012-09-20,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.09.",2012-09-21,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.09.",2012-09-22,60,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.09.",2012-09-23,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.09.",2012-09-24,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.09.",2012-09-25,67,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.09.",2012-09-26,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.09.",2012-09-27,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.09.",2012-09-28,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.09.",2012-09-29,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.09.",2012-09-30,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.10.",2012-10-01,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.10.",2012-10-02,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.10.",2012-10-03,51,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.10.",2012-10-04,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.10.",2012-10-05,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.10.",2012-10-06,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.10.",2012-10-07,60,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.10.",2012-10-08,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.10.",2012-10-09,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.10.",2012-10-10,80,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.10.",2012-10-11,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.10.",2012-10-12,83,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.10.",2012-10-13,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.10.",2012-10-14,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.10.",2012-10-15,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.10.",2012-10-16,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.10.",2012-10-17,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.10.",2012-10-18,80,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.10.",2012-10-19,92,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.10.",2012-10-20,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.10.",2012-10-21,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.10.",2012-10-22,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.10.",2012-10-23,53,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.10.",2012-10-24,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.10.",2012-10-25,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.10.",2012-10-26,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.10.",2012-10-27,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.10.",2012-10-28,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.10.",2012-10-29,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.10.",2012-10-30,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"31.10.",2012-10-31,88,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.11.",2012-11-01,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.11.",2012-11-02,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.11.",2012-11-03,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.11.",2012-11-04,62,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.11.",2012-11-05,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.11.",2012-11-06,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.11.",2012-11-07,81,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.11.",2012-11-08,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.11.",2012-11-09,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.11.",2012-11-10,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.11.",2012-11-11,80,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.11.",2012-11-12,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.11.",2012-11-13,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.11.",2012-11-14,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.11.",2012-11-15,97,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.11.",2012-11-16,66,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.11.",2012-11-17,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.11.",2012-11-18,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.11.",2012-11-19,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.11.",2012-11-20,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.11.",2012-11-21,65,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.11.",2012-11-22,83,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.11.",2012-11-23,82,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.11.",2012-11-24,92,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.11.",2012-11-25,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.11.",2012-11-26,68,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.11.",2012-11-27,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.11.",2012-11-28,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.11.",2012-11-29,74,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.11.",2012-11-30,73,"e"
"Statistik der Sterbefälle","Thüringen",2012,"01.12.",2012-12-01,64,"e"
"Statistik der Sterbefälle","Thüringen",2012,"02.12.",2012-12-02,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"03.12.",2012-12-03,87,"e"
"Statistik der Sterbefälle","Thüringen",2012,"04.12.",2012-12-04,89,"e"
"Statistik der Sterbefälle","Thüringen",2012,"05.12.",2012-12-05,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"06.12.",2012-12-06,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"07.12.",2012-12-07,79,"e"
"Statistik der Sterbefälle","Thüringen",2012,"08.12.",2012-12-08,56,"e"
"Statistik der Sterbefälle","Thüringen",2012,"09.12.",2012-12-09,85,"e"
"Statistik der Sterbefälle","Thüringen",2012,"10.12.",2012-12-10,104,"e"
"Statistik der Sterbefälle","Thüringen",2012,"11.12.",2012-12-11,84,"e"
"Statistik der Sterbefälle","Thüringen",2012,"12.12.",2012-12-12,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"13.12.",2012-12-13,70,"e"
"Statistik der Sterbefälle","Thüringen",2012,"14.12.",2012-12-14,86,"e"
"Statistik der Sterbefälle","Thüringen",2012,"15.12.",2012-12-15,87,"e"
"Statistik der Sterbefälle","Thüringen",2012,"16.12.",2012-12-16,77,"e"
"Statistik der Sterbefälle","Thüringen",2012,"17.12.",2012-12-17,89,"e"
"Statistik der Sterbefälle","Thüringen",2012,"18.12.",2012-12-18,71,"e"
"Statistik der Sterbefälle","Thüringen",2012,"19.12.",2012-12-19,69,"e"
"Statistik der Sterbefälle","Thüringen",2012,"20.12.",2012-12-20,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"21.12.",2012-12-21,75,"e"
"Statistik der Sterbefälle","Thüringen",2012,"22.12.",2012-12-22,78,"e"
"Statistik der Sterbefälle","Thüringen",2012,"23.12.",2012-12-23,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"24.12.",2012-12-24,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"25.12.",2012-12-25,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"26.12.",2012-12-26,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"27.12.",2012-12-27,88,"e"
"Statistik der Sterbefälle","Thüringen",2012,"28.12.",2012-12-28,97,"e"
"Statistik der Sterbefälle","Thüringen",2012,"29.12.",2012-12-29,72,"e"
"Statistik der Sterbefälle","Thüringen",2012,"30.12.",2012-12-30,76,"e"
"Statistik der Sterbefälle","Thüringen",2012,"31.12.",2012-12-31,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.01.",2013-01-01,120,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.01.",2013-01-02,113,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.01.",2013-01-03,115,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.01.",2013-01-04,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.01.",2013-01-05,110,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.01.",2013-01-06,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.01.",2013-01-07,94,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.01.",2013-01-08,94,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.01.",2013-01-09,96,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.01.",2013-01-10,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.01.",2013-01-11,103,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.01.",2013-01-12,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.01.",2013-01-13,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.01.",2013-01-14,107,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.01.",2013-01-15,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.01.",2013-01-16,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.01.",2013-01-17,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.01.",2013-01-18,105,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.01.",2013-01-19,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.01.",2013-01-20,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.01.",2013-01-21,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.01.",2013-01-22,106,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.01.",2013-01-23,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.01.",2013-01-24,102,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.01.",2013-01-25,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.01.",2013-01-26,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.01.",2013-01-27,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.01.",2013-01-28,124,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.01.",2013-01-29,105,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.01.",2013-01-30,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"31.01.",2013-01-31,106,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.02.",2013-02-01,110,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.02.",2013-02-02,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.02.",2013-02-03,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.02.",2013-02-04,124,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.02.",2013-02-05,114,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.02.",2013-02-06,131,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.02.",2013-02-07,108,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.02.",2013-02-08,107,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.02.",2013-02-09,117,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.02.",2013-02-10,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.02.",2013-02-11,113,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.02.",2013-02-12,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.02.",2013-02-13,114,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.02.",2013-02-14,124,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.02.",2013-02-15,109,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.02.",2013-02-16,119,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.02.",2013-02-17,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.02.",2013-02-18,87,"e"
