"statistics","state","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.02.",2013-02-19,118,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.02.",2013-02-20,109,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.02.",2013-02-21,108,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.02.",2013-02-22,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.02.",2013-02-23,107,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.02.",2013-02-24,110,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.02.",2013-02-25,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.02.",2013-02-26,122,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.02.",2013-02-27,124,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.02.",2013-02-28,121,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.02.",NA,NA,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.03.",2013-03-01,105,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.03.",2013-03-02,113,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.03.",2013-03-03,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.03.",2013-03-04,106,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.03.",2013-03-05,108,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.03.",2013-03-06,113,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.03.",2013-03-07,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.03.",2013-03-08,109,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.03.",2013-03-09,109,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.03.",2013-03-10,85,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.03.",2013-03-11,115,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.03.",2013-03-12,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.03.",2013-03-13,111,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.03.",2013-03-14,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.03.",2013-03-15,118,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.03.",2013-03-16,97,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.03.",2013-03-17,109,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.03.",2013-03-18,111,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.03.",2013-03-19,102,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.03.",2013-03-20,126,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.03.",2013-03-21,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.03.",2013-03-22,112,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.03.",2013-03-23,105,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.03.",2013-03-24,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.03.",2013-03-25,116,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.03.",2013-03-26,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.03.",2013-03-27,106,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.03.",2013-03-28,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.03.",2013-03-29,108,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.03.",2013-03-30,118,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"31.03.",2013-03-31,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.04.",2013-04-01,97,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.04.",2013-04-02,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.04.",2013-04-03,122,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.04.",2013-04-04,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.04.",2013-04-05,107,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.04.",2013-04-06,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.04.",2013-04-07,103,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.04.",2013-04-08,116,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.04.",2013-04-09,120,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.04.",2013-04-10,116,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.04.",2013-04-11,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.04.",2013-04-12,111,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.04.",2013-04-13,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.04.",2013-04-14,102,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.04.",2013-04-15,102,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.04.",2013-04-16,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.04.",2013-04-17,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.04.",2013-04-18,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.04.",2013-04-19,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.04.",2013-04-20,94,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.04.",2013-04-21,76,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.04.",2013-04-22,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.04.",2013-04-23,113,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.04.",2013-04-24,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.04.",2013-04-25,105,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.04.",2013-04-26,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.04.",2013-04-27,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.04.",2013-04-28,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.04.",2013-04-29,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.04.",2013-04-30,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.05.",2013-05-01,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.05.",2013-05-02,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.05.",2013-05-03,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.05.",2013-05-04,79,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.05.",2013-05-05,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.05.",2013-05-06,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.05.",2013-05-07,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.05.",2013-05-08,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.05.",2013-05-09,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.05.",2013-05-10,60,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.05.",2013-05-11,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.05.",2013-05-12,76,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.05.",2013-05-13,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.05.",2013-05-14,64,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.05.",2013-05-15,90,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.05.",2013-05-16,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.05.",2013-05-17,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.05.",2013-05-18,70,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.05.",2013-05-19,79,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.05.",2013-05-20,68,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.05.",2013-05-21,90,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.05.",2013-05-22,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.05.",2013-05-23,102,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.05.",2013-05-24,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.05.",2013-05-25,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.05.",2013-05-26,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.05.",2013-05-27,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.05.",2013-05-28,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.05.",2013-05-29,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.05.",2013-05-30,97,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"31.05.",2013-05-31,94,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.06.",2013-06-01,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.06.",2013-06-02,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.06.",2013-06-03,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.06.",2013-06-04,90,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.06.",2013-06-05,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.06.",2013-06-06,66,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.06.",2013-06-07,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.06.",2013-06-08,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.06.",2013-06-09,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.06.",2013-06-10,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.06.",2013-06-11,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.06.",2013-06-12,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.06.",2013-06-13,106,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.06.",2013-06-14,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.06.",2013-06-15,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.06.",2013-06-16,57,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.06.",2013-06-17,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.06.",2013-06-18,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.06.",2013-06-19,97,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.06.",2013-06-20,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.06.",2013-06-21,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.06.",2013-06-22,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.06.",2013-06-23,76,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.06.",2013-06-24,68,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.06.",2013-06-25,85,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.06.",2013-06-26,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.06.",2013-06-27,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.06.",2013-06-28,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.06.",2013-06-29,69,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.06.",2013-06-30,64,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.07.",2013-07-01,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.07.",2013-07-02,71,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.07.",2013-07-03,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.07.",2013-07-04,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.07.",2013-07-05,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.07.",2013-07-06,70,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.07.",2013-07-07,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.07.",2013-07-08,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.07.",2013-07-09,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.07.",2013-07-10,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.07.",2013-07-11,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.07.",2013-07-12,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.07.",2013-07-13,68,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.07.",2013-07-14,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.07.",2013-07-15,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.07.",2013-07-16,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.07.",2013-07-17,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.07.",2013-07-18,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.07.",2013-07-19,70,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.07.",2013-07-20,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.07.",2013-07-21,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.07.",2013-07-22,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.07.",2013-07-23,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.07.",2013-07-24,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.07.",2013-07-25,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.07.",2013-07-26,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.07.",2013-07-27,106,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.07.",2013-07-28,64,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.07.",2013-07-29,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.07.",2013-07-30,65,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"31.07.",2013-07-31,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.08.",2013-08-01,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.08.",2013-08-02,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.08.",2013-08-03,69,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.08.",2013-08-04,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.08.",2013-08-05,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.08.",2013-08-06,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.08.",2013-08-07,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.08.",2013-08-08,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.08.",2013-08-09,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.08.",2013-08-10,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.08.",2013-08-11,60,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.08.",2013-08-12,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.08.",2013-08-13,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.08.",2013-08-14,85,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.08.",2013-08-15,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.08.",2013-08-16,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.08.",2013-08-17,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.08.",2013-08-18,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.08.",2013-08-19,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.08.",2013-08-20,68,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.08.",2013-08-21,79,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.08.",2013-08-22,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.08.",2013-08-23,68,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.08.",2013-08-24,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.08.",2013-08-25,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.08.",2013-08-26,71,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.08.",2013-08-27,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.08.",2013-08-28,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.08.",2013-08-29,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.08.",2013-08-30,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"31.08.",2013-08-31,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.09.",2013-09-01,59,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.09.",2013-09-02,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.09.",2013-09-03,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.09.",2013-09-04,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.09.",2013-09-05,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.09.",2013-09-06,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.09.",2013-09-07,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.09.",2013-09-08,64,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.09.",2013-09-09,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.09.",2013-09-10,76,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.09.",2013-09-11,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.09.",2013-09-12,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.09.",2013-09-13,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.09.",2013-09-14,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.09.",2013-09-15,69,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.09.",2013-09-16,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.09.",2013-09-17,67,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"18.09.",2013-09-18,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"19.09.",2013-09-19,76,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"20.09.",2013-09-20,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"21.09.",2013-09-21,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"22.09.",2013-09-22,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"23.09.",2013-09-23,94,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"24.09.",2013-09-24,71,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"25.09.",2013-09-25,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"26.09.",2013-09-26,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"27.09.",2013-09-27,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"28.09.",2013-09-28,79,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"29.09.",2013-09-29,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"30.09.",2013-09-30,79,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"01.10.",2013-10-01,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"02.10.",2013-10-02,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"03.10.",2013-10-03,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"04.10.",2013-10-04,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"05.10.",2013-10-05,71,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"06.10.",2013-10-06,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"07.10.",2013-10-07,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"08.10.",2013-10-08,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"09.10.",2013-10-09,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"10.10.",2013-10-10,98,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"11.10.",2013-10-11,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"12.10.",2013-10-12,92,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"13.10.",2013-10-13,66,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"14.10.",2013-10-14,85,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"15.10.",2013-10-15,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"16.10.",2013-10-16,77,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2013,"17.10.",2013-10-17,86,"e"
